paper ID_df1,paper title_df1,author names_df1,publication venue_df1,year of publication_df1,bucket_df1,paper ID_df2,paper title_df2,author names_df2,publication venue_df2,year of publication_df2,bucket_df2,similarity_score,ID
53908a9620f70186a0da47db,focused crawling using context graphs,"michelangelo diligenti, frans coetzee, steve lawrence, c lee giles, marco gori",vldb 00 proceedings of the 26th international conference on very large data bases,2000,f,53e9a8b7b7602d9703205ca8,focused crawling using context graphs,"michelangelo diligenti, frans coetzee, steve lawrence, c lee giles, marco gori",vldb,2000,f,1.0,53908a9620f70186a0da47db53e9a8b7b7602d9703205ca8
53908a9620f70186a0da47ed,integrating the ubtree into a database system kernel,"frank ramsak, volker markl, robert fenk, martin zirkel, klaus elhardt, rudolf bayer",vldb 00 proceedings of the 26th international conference on very large data bases,2000,i,53e9b7b4b7602d970435a853,integrating the ubtree into a database system kernel,"frank ramsak, volker markl, robert fenk, martin zirkel, klaus elhardt, rudolf bayer",vldb,2000,i,1.0,53908a9620f70186a0da47ed53e9b7b4b7602d970435a853
53908a9620f70186a0da47e2,"panel future directions of database research  the vldb broadening strategy, part 1",hansjörg schek,vldb 00 proceedings of the 26th international conference on very large data bases,2000,p,53e9ba54b7602d970466d242,"panel future directions of database research  the vldb broadening strategy, part 1",hansjörg schek,vldb,2000,p,1.0,53908a9620f70186a0da47e253e9ba54b7602d970466d242
53908a9620f70186a0da47e2,"panel future directions of database research  the vldb broadening strategy, part 1",hansjörg schek,vldb 00 proceedings of the 26th international conference on very large data bases,2000,p,53e9ba54b7602d970466d248,"panel future directions of database research  the vldb broadening strategy, part 2",michael l brodie,vldb,2000,p,0.8461538461538461,53908a9620f70186a0da47e253e9ba54b7602d970466d248
53908a9620f70186a0da47d1,managing intervals efficiently in objectrelational databases,"hanspeter kriegel, marco pötke, thomas seidl",vldb 00 proceedings of the 26th international conference on very large data bases,2000,m,53e9a6a6b7602d9702fda536,managing intervals efficiently in objectrelational databases,"hanspeter kriegel, marco pötke, thomas seidl",vldb,2000,m,1.0,53908a9620f70186a0da47d153e9a6a6b7602d9702fda536
53908a9620f70186a0da47ec,work and information practices in the sciences of biodiversity,geoffrey c bowker,vldb 00 proceedings of the 26th international conference on very large data bases,2000,w,53e9a40eb7602d9702d2c1fa,work and information practices in the sciences of biodiversity,geoffrey c bowker,vldb,2000,w,1.0,53908a9620f70186a0da47ec53e9a40eb7602d9702d2c1fa
53908a9620f70186a0da47e7,linking business to deliver value a data management challenge,anand deshpande,vldb 00 proceedings of the 26th international conference on very large data bases,2000,l,53e9a1b6b7602d9702aad677,linking business to deliver value a data management challenge,anand deshpande,vldb,2000,l,1.0,53908a9620f70186a0da47e753e9a1b6b7602d9702aad677
53908a9620f70186a0da47df,evolution of groupware for business applications a database perspective on lotus dominonotes,"c mohan, ron barber, s watts, a somani, markos zaharioudakis",vldb 00 proceedings of the 26th international conference on very large data bases,2000,e,53e9b365b7602d9703e4203c,evolution of groupware for business applications a database perspective on lotus dominonotes,"c mohan, ron barber, s watts, amit somani, markos zaharioudakis",vldb,2000,e,1.0,53908a9620f70186a0da47df53e9b365b7602d9703e4203c
53908a9620f70186a0da47e6,building scalable internet applications with oracle8i server,"julie basu, josé alberto fernández, olga peschansky",vldb 00 proceedings of the 26th international conference on very large data bases,2000,b,53e9b4e4b7602d970400d1d1,building scalable internet applications with oracle8i server,"julie basu, josé alberto fernández, olga peschansky",vldb,2000,b,1.0,53908a9620f70186a0da47e653e9b4e4b7602d970400d1d1
53908a9620f70186a0da487d,icicles selftuning samples for approximate query answering,"venkatesh ganti, mongli lee, raghu ramakrishnan",vldb 00 proceedings of the 26th international conference on very large data bases,2000,i,53e9ab38b7602d97034c696d,icicles selftuning samples for approximate query answering,"venkatesh ganti, mongli lee, raghu ramakrishnan",vldb,2000,i,1.0,53908a9620f70186a0da487d53e9ab38b7602d97034c696d
53908a9620f70186a0da4c5b,declustering databases on heterogeneous disk systems,"ling tony chen, doron rotem, sidhar seshadri",vldb 95 proceedings of the 21th international conference on very large data bases,1995,d,53e9aecbb7602d97038f67cf,declustering databases on heterogeneous disk systems,"ling tony chen, doron rotem, sridhar seshadri",vldb,1995,d,1.0,53908a9620f70186a0da4c5b53e9aecbb7602d97038f67cf
53908a9620f70186a0da4c5a,near neighbor search in large metric spaces,sergey brin,vldb 95 proceedings of the 21th international conference on very large data bases,1995,n,53e9acfeb7602d97036ddaf2,near neighbor search in large metric spaces,sergey brin,vldb,1995,n,1.0,53908a9620f70186a0da4c5a53e9acfeb7602d97036ddaf2
53908a9620f70186a0da4cd8,bigsur a system for the management of earth science data,"paul brown, michael stonebraker",vldb 95 proceedings of the 21th international conference on very large data bases,1995,b,53e9bbe0b7602d97048302ae,bigsur a system for the management of earth science data,"paul brown, michael stonebraker",vldb,1995,b,1.0,53908a9620f70186a0da4cd853e9bbe0b7602d97048302ae
53908a9620f70186a0da4ce0,managing a db2 parallel edition database,gilles fecteau,vldb 95 proceedings of the 21th international conference on very large data bases,1995,m,53e9a32eb7602d9702c36ba1,managing a db2 parallel edition database,gilles fecteau,vldb,1995,m,1.0,53908a9620f70186a0da4ce053e9a32eb7602d9702c36ba1
53908a9620f70186a0da4cd7,valuecognizant speculative concurrency control,"azer bestavros, spyridon braoudakis",vldb 95 proceedings of the 21th international conference on very large data bases,1995,v,53e9b408b7602d9703efb84c,valuecognizant speculative concurrency control,"azer bestavros, spyridon braoudakis",vldb,1995,v,1.0,53908a9620f70186a0da4cd753e9b408b7602d9703efb84c
53908a9620f70186a0da4cdc,"the clustra telecom database high availability, high throughput, and realtime response","sveinolaf hvasshovd, øystein torbjørnsen, svein erik bratsberg, per holager",vldb 95 proceedings of the 21th international conference on very large data bases,1995,t,53e9a091b7602d970297bf92,"the clustra telecom database high availability, high throughput, and realtime response","sveinolaf hvasshovd, øystein torbjørnsen, svein erik bratsberg, per holager",vldb,1995,t,1.0,53908a9620f70186a0da4cdc53e9a091b7602d970297bf92
53908a9620f70186a0da4cde,procedures in objectoriented query languages,"kazimierz subieta, yahiko kambayashi, jacek leszczylowski",vldb 95 proceedings of the 21th international conference on very large data bases,1995,p,53e9a0d8b7602d97029c0859,procedures in objectoriented query languages,"kazimierz subieta, yahiko kambayashi, jacek leszczylowski",vldb,1995,p,1.0,53908a9620f70186a0da4cde53e9a0d8b7602d97029c0859
53908a9620f70186a0da4cdf,the fittest survives an adaptive approach to query optimization,"hongjun lu, kianlee tan, son dao",vldb 95 proceedings of the 21th international conference on very large data bases,1995,t,53e9a408b7602d9702d1f790,the fittest survives an adaptive approach to query optimization,"hongjun lu, kianlee tan, son dao",vldb,1995,t,1.0,53908a9620f70186a0da4cdf53e9a408b7602d9702d1f790
53908a9620f70186a0da4ce4,a scalable architecture for autonomous heterogeneous database interactions,"steven milliner, athman bouguettaya, mike p papazoglou",vldb 95 proceedings of the 21th international conference on very large data bases,1995,a,53e9ae17b7602d97038260f1,a scalable architecture for autonomous heterogeneous database interactions,"steven milliner, athman bouguettaya, mike p papazoglou",vldb,1995,a,1.0,53908a9620f70186a0da4ce453e9ae17b7602d97038260f1
53908a9620f70186a0da4cdd,a nonuniform data fragmentation strategy for parallel mainmenory database systems,"n bassiliades, ioannis p vlahavas",vldb 95 proceedings of the 21th international conference on very large data bases,1995,a,53e9aae5b7602d9703464fa7,a nonuniform data fragmentation strategy for parallel mainmenory database systems,"nick bassiliades, ioannis p vlahavas",vldb,1995,a,1.0,53908a9620f70186a0da4cdd53e9aae5b7602d9703464fa7
53908a9620f70186a0da4cdb,benchmarking spatial join operations with spatial output,"erik g hoel, hanan samet",vldb 95 proceedings of the 21th international conference on very large data bases,1995,b,53e9b496b7602d9703fa134d,benchmarking spatial join operations with spatial output,"erik g hoel, hanan samet",vldb,1995,b,1.0,53908a9620f70186a0da4cdb53e9b496b7602d9703fa134d
53908a9620f70186a0da4ce6,similarity based retrieval of pictures using indices on spatial relationships,"a prasad sistla, clement t yu, chengwen liu, king liu",vldb 95 proceedings of the 21th international conference on very large data bases,1995,s,53e99ea0b7602d970276a77f,similarity based retrieval of pictures using indices on spatial relationships,"a prasad sistla, clement t yu, chengwen liu, kinglup liu",vldb,1995,s,1.0,53908a9620f70186a0da4ce653e99ea0b7602d970276a77f
53908a9620f70186a0da4ceb,accessing a relational database through an objectoriented database interface,"jack a orenstein, d n kamber",vldb 95 proceedings of the 21th international conference on very large data bases,1995,a,53e9b42fb7602d9703f268fa,accessing a relational database through an objectoriented database interface,"jack a orenstein, d n kamber",vldb,1995,a,1.0,53908a9620f70186a0da4ceb53e9b42fb7602d9703f268fa
53908a9620f70186a0da4cec,db2 query parallelism staging and implementation,yun wang,vldb 95 proceedings of the 21th international conference on very large data bases,1995,d,53e9b98ab7602d9704577b66,db2 query parallelism staging and implementation,yun wang,vldb,1995,d,1.0,53908a9620f70186a0da4cec53e9b98ab7602d9704577b66
53908a9620f70186a0da4cf0,the oracle warehouse,gary hallmark,vldb 95 proceedings of the 21th international conference on very large data bases,1995,t,53e99853b7602d97020893ee,the oracle warehouse,gary hallmark,vldb,1995,t,1.0,53908a9620f70186a0da4cf053e99853b7602d97020893ee
53908a9620f70186a0da4cf6,informixonline xps a dynamically scalable rdbms for open parallel platforms,hannes spintzik,vldb 95 proceedings of the 21th international conference on very large data bases,1995,i,53e9b4abb7602d9703fb7f06,informixonline xps a dynamically scalable rdbms for open parallel platforms,hannes spintzik,vldb,1995,i,1.0,53908a9620f70186a0da4cf653e9b4abb7602d9703fb7f06
53908a9620f70186a0da4cf5,"db2 common server technology, progress,  directions",bruce g lindsay,vldb 95 proceedings of the 21th international conference on very large data bases,1995,d,53e9adfeb7602d970380515c,"db2 common server technology, progress,  directions",bruce g lindsay 0001,vldb,1995,d,1.0,53908a9620f70186a0da4cf553e9adfeb7602d970380515c
53908a9620f70186a0da4cf3,query processing in tertiary memory databases,sunita sarawagi,vldb 95 proceedings of the 21th international conference on very large data bases,1995,q,53e9b4b4b7602d9703fcca63,query processing in tertiary memory databases,sunita sarawagi,vldb,1995,q,1.0,53908a9620f70186a0da4cf353e9b4b4b7602d9703fcca63
53908a9620f70186a0da4cf2,a performance study of workfile disk management for concurrent mergesorts in a multiprocessor database system,"kunlung wu, philip s yu, jenyao chung, james z teng",vldb 95 proceedings of the 21th international conference on very large data bases,1995,a,53e9b40eb7602d9703f04482,a performance study of workfile disk management for concurrent mergesorts in a multiprocessor database system,"kunlung wu, philip s yu, jenyao chung, james z teng",vldb,1995,a,1.0,53908a9620f70186a0da4cf253e9b40eb7602d9703f04482
53908a9620f70186a0da4cf8,using formal methods to reason about semanticsbased decompositions of transactions,"paul ammann, sushil jajodia, indrakshi ray",vldb 95 proceedings of the 21th international conference on very large data bases,1995,u,53e9b505b7602d970403b139,using formal methods to reason about semanticsbased decompositions of transactions,"paul ammann, sushil jajodia, indrakshi ray",vldb,1995,u,1.0,53908a9620f70186a0da4cf853e9b505b7602d970403b139
53908a9620f70186a0da4ce3,coloring away communication in parallel query optimization,"waqar hasan, rajeev motwani",vldb 95 proceedings of the 21th international conference on very large data bases,1995,c,53e9b108b7602d9703b86c7e,coloring away communication in parallel query optimization,"waqar hasan, rajeev motwani",vldb,1995,c,1.0,53908a9620f70186a0da4ce353e9b108b7602d9703b86c7e
53908a9620f70186a0da4cf1,querying shapes of histories,"rakesh agrawal, giuseppe psaila, edward l wimmers, mohamed zaït",vldb 95 proceedings of the 21th international conference on very large data bases,1995,q,53e99afdb7602d9702389d65,querying shapes of histories,"rakesh agrawal, giuseppe psaila, edward l wimmers, mohamed zaït",vldb,1995,q,1.0,53908a9620f70186a0da4cf153e99afdb7602d9702389d65
53908a9620f70186a0da4ce8,w3qs a query system for the worldwide web,"david konopnicki, oded shmueli",vldb 95 proceedings of the 21th international conference on very large data bases,1995,w,53e9aa16b7602d97033854d4,w3qs a query system for the worldwide web,"david konopnicki, oded shmueli",vldb,1995,w,1.0,53908a9620f70186a0da4ce853e9aa16b7602d97033854d4
53908a9620f70186a0da4cf4,a data transformation system for biological data sources,"peter buneman, susan b davidson, kyle hart, g christian overton, limsoon wong",vldb 95 proceedings of the 21th international conference on very large data bases,1995,a,53e9aeb1b7602d97038d2cdb,a data transformation system for biological data sources,"peter buneman, susan b davidson, kyle hart, g christian overton, limsoon wong",vldb,1995,a,1.0,53908a9620f70186a0da4cf453e9aeb1b7602d97038d2cdb
53908a9620f70186a0da4cee,eager aggregation and lazy aggregation,"weipeng p yan, peråke larson",vldb 95 proceedings of the 21th international conference on very large data bases,1995,e,53e9abe5b7602d97035a3c5e,eager aggregation and lazy aggregation,"weipeng p yan, peråke larson",vldb,1995,e,1.0,53908a9620f70186a0da4cee53e9abe5b7602d97035a3c5e
53908a9620f70186a0da4ced,duplicate removal in information system dissemination,"tak w yan, hector garciamolina",vldb 95 proceedings of the 21th international conference on very large data bases,1995,d,53e9b95bb7602d97045473c8,duplicate removal in information system dissemination,"tak w yan, hector garciamolina",vldb,1995,d,1.0,53908a9620f70186a0da4ced53e9b95bb7602d97045473c8
53908a9620f70186a0da4ce9,lmrp a buffer management strategy for interactive continuous data flows in a multimedia dbms,"frank moser, achim kraiss, wolfgang klas",vldb 95 proceedings of the 21th international conference on very large data bases,1995,l,53e9a66db7602d9702f9dee9,lmrp a buffer management strategy for interactive continuous data flows in a multimedia dbms,"frank moser, achim kraiss, wolfgang klas",vldb,1995,l,1.0,53908a9620f70186a0da4ce953e9a66db7602d9702f9dee9
53908a9620f70186a0da4ce1,a product specification database for visual prototyping,"kazutoshi sumiya, kouichi yasutake, hirohiko tanaka, norio sanada, yoshihiko imai",vldb 95 proceedings of the 21th international conference on very large data bases,1995,a,53e99de8b7602d97026a89f1,a product specification database for visual prototyping,"kazutoshi sumiya, kouichi yasutake, hirohiko tanaka, norio sanada, yoshihiko imai",vldb,1995,a,1.0,53908a9620f70186a0da4ce153e99de8b7602d97026a89f1
53908a9620f70186a0da4cd6,improving performance in replicated databases through relaxed coherency,"rainer gallersdörfer, matthias nicola",vldb 95 proceedings of the 21th international conference on very large data bases,1995,i,53e9b47db7602d9703f82e4e,improving performance in replicated databases through relaxed coherency,"rainer gallersdörfer, matthias nicola",vldb,1995,i,1.0,53908a9620f70186a0da4cd653e9b47db7602d9703f82e4e
53908a9620f70186a0da4cf7,dynamic multiresource load balancing in parallel database systems,"erhard rahm, robert marek",vldb 95 proceedings of the 21th international conference on very large data bases,1995,d,53e9aa2cb7602d970339cf69,dynamic multiresource load balancing in parallel database systems,"erhard rahm, robert marek",vldb,1995,d,1.0,53908a9620f70186a0da4cf753e9aa2cb7602d970339cf69
53908a9620f70186a0da4cef,"fast similarity search in the presence of noise, scaling, and translation in timeseries databases","rakesh agrawal, kingip lin, harpreet s sawhney, kyuseok shim",vldb 95 proceedings of the 21th international conference on very large data bases,1995,f,53e99fefb7602d97028cc813,"fast similarity search in the presence of noise, scaling, and translation in timeseries databases","rakesh agrawal, kingip lin, harpreet s sawhney, kyuseok shim",vldb,1995,f,1.0,53908a9620f70186a0da4cef53e99fefb7602d97028cc813
53908a9620f70186a0da4ce5,generalized search trees for database systems,"joseph m hellerstein, jeffrey f naughton, avi pfeffer",vldb 95 proceedings of the 21th international conference on very large data bases,1995,g,53e99c19b7602d97024c3b5c,generalized search trees for database systems,"joseph m hellerstein, jeffrey f naughton, avi pfeffer",vldb,1995,g,1.0,53908a9620f70186a0da4ce553e99c19b7602d97024c3b5c
53908a9620f70186a0da4cea,aggregatequery processing in data warehousing environments,"ashish gupta, venky harinarayan, dallan quass",vldb 95 proceedings of the 21th international conference on very large data bases,1995,a,53e9b4e0b7602d9704004dd8,aggregatequery processing in data warehousing environments,"ashish gupta 0001, venky harinarayan, dallan quass",vldb,1995,a,1.0,53908a9620f70186a0da4cea53e9b4e0b7602d9704004dd8
53908a9620f70186a0da4cfd,a cost model for clustered objectoriented databases,"georges gardarin, jeanrobert gruser, zhaohui tang",vldb 95 proceedings of the 21th international conference on very large data bases,1995,a,53e9a3f4b7602d9702d08fe0,a cost model for clustered objectoriented databases,"georges gardarin, jeanrobert gruser, zhaohui tang",vldb,1995,a,1.0,53908a9620f70186a0da4cfd53e9a3f4b7602d9702d08fe0
53908a9620f70186a0da4cfc,oodb bulk loading revisited the partitionedlist approach,"janet l wiener, jeffrey f naughton",vldb 95 proceedings of the 21th international conference on very large data bases,1995,o,53e9a2fbb7602d9702c07c03,oodb bulk loading revisited the partitionedlist approach,"janet l wiener, jeffrey f naughton",vldb,1995,o,1.0,53908a9620f70186a0da4cfc53e9a2fbb7602d9702c07c03
53908a9620f70186a0da4cfb,bypassing joins in disjunctive queries,"michael steinbrunn, klaus peithner, guido moerkotte, alfons kemper",vldb 95 proceedings of the 21th international conference on very large data bases,1995,b,53e9aa5cb7602d97033cb71d,bypassing joins in disjunctive queries,"michael steinbrunn, klaus peithner, guido moerkotte, alfons kemper",vldb,1995,b,1.0,53908a9620f70186a0da4cfb53e9aa5cb7602d97033cb71d
53908a9620f70186a0da4cf9,a performance evaluation of oid mapping techniques,"andré eickler, carsten andreas gerlhof, donald kossmann",vldb 95 proceedings of the 21th international conference on very large data bases,1995,a,53e99fd0b7602d97028aa07b,a performance evaluation of oid mapping techniques,"andré eickler, carsten andreas gerlhof, donald kossmann",vldb,1995,a,1.0,53908a9620f70186a0da4cf953e99fd0b7602d97028aa07b
53908a9620f70186a0da4d7d,os support for vldbs unix enhancements for the teradata data base,"john catozzi, sorana rabinovici",vldb 95 proceedings of the 21th international conference on very large data bases,1995,o,53e9b46fb7602d9703f70f15,os support for vldbs unix enhancements for the teradata data base,"john catozzi, sorana rabinovici",vldb,1995,o,1.0,53908a9620f70186a0da4d7d53e9b46fb7602d9703f70f15
53908a9620f70186a0da4d81,providing database migration tools  a practicioners approach,andreas meier,vldb 95 proceedings of the 21th international conference on very large data bases,1995,p,53e9a699b7602d9702fcbde8,providing database migration tools  a practicioners approach,andreas meier,vldb,1995,p,1.0,53908a9620f70186a0da4d8153e9a699b7602d9702fcbde8
53908a9620f70186a0da4d86,from vldb to vmldb very many large data bases dealing with largescale semantic heterogenity,stuart e madnick,vldb 95 proceedings of the 21th international conference on very large data bases,1995,f,53e99d58b7602d9702614857,from vldb to vmldb very many large data bases dealing with largescale semantic heterogenity,stuart e madnick,vldb,1995,f,1.0,53908a9620f70186a0da4d8653e99d58b7602d9702614857
53908a9620f70186a0da4d7e,a practical and modular implementation of extended transaction models,"roger s barga, calton pu",vldb 95 proceedings of the 21th international conference on very large data bases,1995,a,53e9aa32b7602d97033a1147,a practical and modular implementation of extended transaction models,"roger s barga, calton pu",vldb,1995,a,1.0,53908a9620f70186a0da4d7e53e9aa32b7602d97033a1147
53908a9620f70186a0da4d88,applying database technology in the adsm mass storage system,"luisfelipe cabrera, robert rees, wayne hineman",vldb 95 proceedings of the 21th international conference on very large data bases,1995,a,53e999ffb7602d970224bd55,applying database technology in the adsm mass storage system,"luisfelipe cabrera, robert m rees, wayne hineman",vldb,1995,a,1.0,53908a9620f70186a0da4d8853e999ffb7602d970224bd55
53908a9620f70186a0da4d89,type classification of semistructured documents,"markus tresch, neal palmer, allen luniewski",vldb 95 proceedings of the 21th international conference on very large data bases,1995,t,53e9b381b7602d9703e63e4d,type classification of semistructured documents,"markus tresch, neal palmer, allen luniewski",vldb,1995,t,1.0,53908a9620f70186a0da4d8953e9b381b7602d9703e63e4d
53908a9620f70186a0da4d7f,managing intraoperator parallelism in parallel database systems,"manish mehta, david j dewitt",vldb 95 proceedings of the 21th international conference on very large data bases,1995,m,53e9b9a7b7602d970459bece,managing intraoperator parallelism in parallel database systems,"manish mehta 0002, david j dewitt",vldb,1995,m,1.0,53908a9620f70186a0da4d7f53e9b9a7b7602d970459bece
53908a9620f70186a0da4d8d,database decentralization  a practical approach,"tor didriksen, césar a galindolegaria, eirik dahle",vldb 95 proceedings of the 21th international conference on very large data bases,1995,d,53e9aeebb7602d970391916a,database decentralization  a practical approach,"tor didriksen, césar a galindolegaria, eirik dahle",vldb,1995,d,1.0,53908a9620f70186a0da4d8d53e9aeebb7602d970391916a
53908a9620f70186a0da4d93,promises and realities of active database systems,"eric simon, angelika kotz dittrich",vldb 95 proceedings of the 21th international conference on very large data bases,1995,p,53e99967b7602d97021a9954,promises and realities of active database systems,"eric simon, angelika kotz dittrich",vldb,1995,p,1.0,53908a9620f70186a0da4d9353e99967b7602d97021a9954
53908a9620f70186a0da4d8c,retrieval of composite multimedia objects,"surajit chaudhuri, shahram ghandeharizadeh, cyrus shahabi",vldb 95 proceedings of the 21th international conference on very large data bases,1995,r,53e9ad63b7602d970374b7f3,retrieval of composite multimedia objects,"surajit chaudhuri, shahram ghandeharizadeh, cyrus shahabi",vldb,1995,r,1.0,53908a9620f70186a0da4d8c53e9ad63b7602d970374b7f3
53908a9620f70186a0da4d7b,samplingbased estimation of the number of distinct values of an attribute,"peter j haas, jeffrey f naughton, s seshadri, lynne stokes",vldb 95 proceedings of the 21th international conference on very large data bases,1995,s,53e99fd0b7602d97028a969e,samplingbased estimation of the number of distinct values of an attribute,"peter j haas, jeffrey f naughton, s seshadri, lynne stokes",vldb,1995,s,1.0,53908a9620f70186a0da4d7b53e99fd0b7602d97028a969e
53908a9620f70186a0da4d92,databases and workflow management what is it all about panel,"andreas reuter, stefano ceri, jim gray, betty salzberg, gerhard weikum",vldb 95 proceedings of the 21th international conference on very large data bases,1995,d,53e99ee6b7602d97027afae9,databases and workflow management what is it all about panel,"andreas reuter, stefano ceri, jim gray, betty salzberg, gerhard weikum",vldb,1995,d,1.0,53908a9620f70186a0da4d9253e99ee6b7602d97027afae9
53908a9620f70186a0da4d9b,very large databases in a commercial application environment,karlheinz hess,vldb 96 proceedings of the 22th international conference on very large data bases,1996,v,53e99d7ab7602d970263899a,very large databases in a commercial application environment,karlheinz hess,vldb,1996,v,1.0,53908a9620f70186a0da4d9b53e99d7ab7602d970263899a
53908a9620f70186a0da4d91,efficient search of multidimensional btrees,"harry leslie, rohit jain, dave birdsall, hedieh yaghmai",vldb 95 proceedings of the 21th international conference on very large data bases,1995,e,53e9b31bb7602d9703de49f9,efficient search of multidimensional btrees,"harry leslie, rohit jain, dave birdsall, hedieh yaghmai",vldb,1995,e,1.0,53908a9620f70186a0da4d9153e9b31bb7602d9703de49f9
53908a9620f70186a0da4d9d,extracting large data sets using db2 parallel edition,sriram padmanabhan,vldb 96 proceedings of the 22th international conference on very large data bases,1996,e,53e99b0ab7602d970239bff2,extracting large data sets using db2 parallel edition,sriram padmanabhan,vldb,1996,e,1.0,53908a9620f70186a0da4d9d53e99b0ab7602d970239bff2
53908a9620f70186a0da4d90,"the hbptree a modified hbtree supporting concurrency, recovery and node consolidation","georgios evangelidis, david b lomet, betty salzberg",vldb 95 proceedings of the 21th international conference on very large data bases,1995,t,53e99d4cb7602d9702603dec,"the hbptree a modified hbtree supporting concurrency, recovery and node consolidation","georgios evangelidis, david b lomet, betty salzberg",vldb,1995,t,1.0,53908a9620f70186a0da4d9053e99d4cb7602d9702603dec
53908a9620f70186a0da4d8e,schema and database evolution in the o2 object database system,"fabrizio ferrandina, thorsten meyer, roberto zicari, guy ferran, joëlle madec",vldb 95 proceedings of the 21th international conference on very large data bases,1995,s,53e9adfeb7602d970380564e,schema and database evolution in the o2 object database system,"fabrizio ferrandina, thorsten meyer, roberto zicari, guy ferran, joëlle madec",vldb,1995,s,1.0,53908a9620f70186a0da4d8e53e9adfeb7602d970380564e
53908a9620f70186a0da4da3,disnicplan a nicnet based distributed database for microlevel planning in india,m moni,vldb 96 proceedings of the 22th international conference on very large data bases,1996,d,53e9bc0ab7602d970486e828,disnicplan a nicnet based distributed database for microlevel planning in india,m moni,vldb,1996,d,1.0,53908a9620f70186a0da4da353e9bc0ab7602d970486e828
53908a9620f70186a0da4d9c,modeling skewed distribution using multifractals and the 8020 law,"christos faloutsos, yossi matias, abraham silberschatz",vldb 96 proceedings of the 22th international conference on very large data bases,1996,m,53e9b98ab7602d970457bd03,modeling skewed distribution using multifractals and the 8020 law,"christos faloutsos, yossi matias, abraham silberschatz",vldb,1996,m,1.0,53908a9620f70186a0da4d9c53e9b98ab7602d970457bd03
53908a9620f70186a0da4d85,highconcurrency locking in rtrees,"marcel kornacker, douglas banks",vldb 95 proceedings of the 21th international conference on very large data bases,1995,h,53e9a326b7602d9702c31476,highconcurrency locking in rtrees,"marcel kornacker, douglas banks",vldb,1995,h,1.0,53908a9620f70186a0da4d8553e9a326b7602d9702c31476
53908a9620f70186a0da4d9f,further improvements on integrity constraint checking for stratifiable deductive databases,"sin yeung lee, tok wang ling",vldb 96 proceedings of the 22th international conference on very large data bases,1996,f,53e9a186b7602d9702a77d44,further improvements on integrity constraint checking for stratifiable deductive databases,"sin yeung lee, tok wang ling",vldb,1996,f,1.0,53908a9620f70186a0da4d9f53e9a186b7602d9702a77d44
53908a9620f70186a0da4d9e,dynamic load balancing in hierarchical parallel database systems,"luc bouganim, daniela florescu, patrick valduriez",vldb 96 proceedings of the 22th international conference on very large data bases,1996,d,53e9af47b7602d9703988998,dynamic load balancing in hierarchical parallel database systems,"luc bouganim, daniela florescu, patrick valduriez",vldb,1996,d,1.0,53908a9620f70186a0da4d9e53e9af47b7602d9703988998
53908a9620f70186a0da4cfa,estimating the selectivity of spatial queries using the correlation fractal dimension,"alberto belussi, christos faloutsos",vldb 95 proceedings of the 21th international conference on very large data bases,1995,e,53e9b634b7602d970418e6d3,estimating the selectivity of spatial queries using the correlation fractal dimension,"alberto belussi, christos faloutsos",vldb,1995,e,1.0,53908a9620f70186a0da4cfa53e9b634b7602d970418e6d3
53908a9620f70186a0da4d99,sampling large databases for association rules,hannu toivonen,vldb 96 proceedings of the 22th international conference on very large data bases,1996,s,53e9b954b7602d970453d01f,sampling large databases for association rules,hannu toivonen,vldb,1996,s,1.0,53908a9620f70186a0da4d9953e9b954b7602d970453d01f
53908a9620f70186a0da4e23,loading the data warehouse across various parallel architectures,vijay v raghavan,vldb 96 proceedings of the 22th international conference on very large data bases,1996,l,53e9ba69b7602d9704688cf7,loading the data warehouse across various parallel architectures,vijay v raghavan,vldb,1996,l,1.0,53908a9620f70186a0da4e2353e9ba69b7602d9704688cf7
53908a9620f70186a0da4e24,applying data mining techniques to a health insurance information system,"marisa s viveros, john p nearhos, michael j rothman",vldb 96 proceedings of the 22th international conference on very large data bases,1996,a,53e9b029b7602d9703a885d7,applying data mining techniques to a health insurance information system,"marisa s viveros, john p nearhos, michael j rothman",vldb,1996,a,1.0,53908a9620f70186a0da4e2453e9b029b7602d9703a885d7
53908a9620f70186a0da4e2d,using referential integrity to easily define consistent subset replicas,brad hammond,vldb 96 proceedings of the 22th international conference on very large data bases,1996,u,53e9b295b7602d9703d3ac79,using referential integrity to easily define consistent subset replicas,brad hammond,vldb,1996,u,1.0,53908a9620f70186a0da4e2d53e9b295b7602d9703d3ac79
53908a9620f70186a0da4e2b,the query optimizer in tandems new serverware sql product,pedro celis,vldb 96 proceedings of the 22th international conference on very large data bases,1996,t,53e9b1c2b7602d9703c52557,the query optimizer in tandems new serverware sql product,pedro celis,vldb,1996,t,1.0,53908a9620f70186a0da4e2b53e9b1c2b7602d9703c52557
53908a9620f70186a0da4e28,supporting statewide immunisation tracking using multiparadigm workflow technology,"amit p sheth, krys kochut, john a miller, devashish worah, souvik das, chenye lin, devanand palaniswami, john lynch, ivan shevchenko",vldb 96 proceedings of the 22th international conference on very large data bases,1996,s,53e9ae7db7602d9703898153,supporting statewide immunisation tracking using multiparadigm workflow technology,"amit p sheth, krys kochut, john a miller, devashish worah, souvik das, chenye lin, devanand palaniswami, john lynch, ivan shevchenko",vldb,1996,s,1.0,53908a9620f70186a0da4e2853e9ae7db7602d9703898153
