paper ID_df1,paper title_df1,author names_df1,publication venue_df1,year of publication_df1,index_df1,key,paper ID_df2,paper title_df2,author names_df2,publication venue_df2,year of publication_df2,index_df2,common_authors,num_authors_df1,num_authors_df2,similarity_score,ID
53908a9620f70186a0da4cf3,query processing in tertiary memory databases,sunita sarawagi,vldb 95 proceedings of the 21th international conference on very large data bases,1995,2292,1,53e9a1b5b7602d9702aaa83b,reordering query execution in tertiary memory databases,"sunita sarawagi, michael stonebraker",vldb,1996,4451,{'sunita sarawagi'},1,2,0.5698529411764706,53908a9620f70186a0da4cf353e9a1b5b7602d9702aaa83bquery processing in tertiary memory databasesreordering query execution in tertiary memory databases
53908a9620f70186a0da4cf2,a performance study of workfile disk management for concurrent mergesorts in a multiprocessor database system,"kunlung wu, philip s yu, jenyao chung, james z teng",vldb 95 proceedings of the 21th international conference on very large data bases,1995,2293,1,53e9b40eb7602d9703f04482,a performance study of workfile disk management for concurrent mergesorts in a multiprocessor database system,"kunlung wu, philip s yu, jenyao chung, james z teng",vldb,1995,3463,"{'jenyao chung', 'philip s yu', 'kunlung wu', 'james z teng'}",4,4,1.0,53908a9620f70186a0da4cf253e9b40eb7602d9703f04482a performance study of workfile disk management for concurrent mergesorts in a multiprocessor database systema performance study of workfile disk management for concurrent mergesorts in a multiprocessor database system
53908a9620f70186a0da4cf8,using formal methods to reason about semanticsbased decompositions of transactions,"paul ammann, sushil jajodia, indrakshi ray",vldb 95 proceedings of the 21th international conference on very large data bases,1995,2294,1,53e9b505b7602d970403b139,using formal methods to reason about semanticsbased decompositions of transactions,"paul ammann, sushil jajodia, indrakshi ray",vldb,1995,3689,"{'paul ammann', 'indrakshi ray', 'sushil jajodia'}",3,3,1.0,53908a9620f70186a0da4cf853e9b505b7602d970403b139using formal methods to reason about semanticsbased decompositions of transactionsusing formal methods to reason about semanticsbased decompositions of transactions
53908a9620f70186a0da4ce3,coloring away communication in parallel query optimization,"waqar hasan, rajeev motwani",vldb 95 proceedings of the 21th international conference on very large data bases,1995,2295,1,53e9b108b7602d9703b86c7e,coloring away communication in parallel query optimization,"waqar hasan, rajeev motwani",vldb,1995,4743,"{'waqar hasan', 'rajeev motwani'}",2,2,1.0,53908a9620f70186a0da4ce353e9b108b7602d9703b86c7ecoloring away communication in parallel query optimizationcoloring away communication in parallel query optimization
53908a9620f70186a0da4cf1,querying shapes of histories,"rakesh agrawal, giuseppe psaila, edward l wimmers, mohamed zaït",vldb 95 proceedings of the 21th international conference on very large data bases,1995,2296,1,53e99afdb7602d9702389d65,querying shapes of histories,"rakesh agrawal, giuseppe psaila, edward l wimmers, mohamed zaït",vldb,1995,4318,"{'rakesh agrawal', 'giuseppe psaila', 'mohamed zaït', 'edward l wimmers'}",4,4,1.0,53908a9620f70186a0da4cf153e99afdb7602d9702389d65querying shapes of historiesquerying shapes of histories
53908a9620f70186a0da4ce8,w3qs a query system for the worldwide web,"david konopnicki, oded shmueli",vldb 95 proceedings of the 21th international conference on very large data bases,1995,2297,1,53e9aa16b7602d97033854d4,w3qs a query system for the worldwide web,"david konopnicki, oded shmueli",vldb,1995,3121,"{'oded shmueli', 'david konopnicki'}",2,2,1.0,53908a9620f70186a0da4ce853e9aa16b7602d97033854d4w3qs a query system for the worldwide webw3qs a query system for the worldwide web
53908a9620f70186a0da4cf4,a data transformation system for biological data sources,"peter buneman, susan b davidson, kyle hart, g christian overton, limsoon wong",vldb 95 proceedings of the 21th international conference on very large data bases,1995,2298,1,53e9aeb1b7602d97038d2cdb,a data transformation system for biological data sources,"peter buneman, susan b davidson, kyle hart, g christian overton, limsoon wong",vldb,1995,4889,"{'kyle hart', 'susan b davidson', 'limsoon wong', 'g christian overton', 'peter buneman'}",5,5,1.0,53908a9620f70186a0da4cf453e9aeb1b7602d97038d2cdba data transformation system for biological data sourcesa data transformation system for biological data sources
53908a9620f70186a0da4cee,eager aggregation and lazy aggregation,"weipeng p yan, peråke larson",vldb 95 proceedings of the 21th international conference on very large data bases,1995,2299,1,53e9abe5b7602d97035a3c5e,eager aggregation and lazy aggregation,"weipeng p yan, peråke larson",vldb,1995,4129,"{'peråke larson', 'weipeng p yan'}",2,2,1.0,53908a9620f70186a0da4cee53e9abe5b7602d97035a3c5eeager aggregation and lazy aggregationeager aggregation and lazy aggregation
53908a9620f70186a0da4ce7,index concurrency control in firm realtime database systems,"brajesh goyal, jayant r haritsa, s seshadri, v srinivasan",vldb 95 proceedings of the 21th international conference on very large data bases,1995,2300,1,53e9ad92b7602d970378f854,realtime index concurrency control,"jayant r haritsa, s seshadri",sigmod record,1996,3583,"{'jayant r haritsa', 's seshadri'}",4,2,0.5057692307692307,53908a9620f70186a0da4ce753e9ad92b7602d970378f854index concurrency control in firm realtime database systemsrealtime index concurrency control
53908a9620f70186a0da4ced,duplicate removal in information system dissemination,"tak w yan, hector garciamolina",vldb 95 proceedings of the 21th international conference on very large data bases,1995,2301,1,53e9b95bb7602d97045473c8,duplicate removal in information system dissemination,"tak w yan, hector garciamolina",vldb,1995,4286,"{'tak w yan', 'hector garciamolina'}",2,2,1.0,53908a9620f70186a0da4ced53e9b95bb7602d97045473c8duplicate removal in information system disseminationduplicate removal in information system dissemination
53908a9620f70186a0da4ce9,lmrp a buffer management strategy for interactive continuous data flows in a multimedia dbms,"frank moser, achim kraiss, wolfgang klas",vldb 95 proceedings of the 21th international conference on very large data bases,1995,2302,1,53e9a66db7602d9702f9dee9,lmrp a buffer management strategy for interactive continuous data flows in a multimedia dbms,"frank moser, achim kraiss, wolfgang klas",vldb,1995,3958,"{'wolfgang klas', 'frank moser', 'achim kraiss'}",3,3,1.0,53908a9620f70186a0da4ce953e9a66db7602d9702f9dee9lmrp a buffer management strategy for interactive continuous data flows in a multimedia dbmslmrp a buffer management strategy for interactive continuous data flows in a multimedia dbms
53908a9620f70186a0da4ce1,a product specification database for visual prototyping,"kazutoshi sumiya, kouichi yasutake, hirohiko tanaka, norio sanada, yoshihiko imai",vldb 95 proceedings of the 21th international conference on very large data bases,1995,2303,1,53e99de8b7602d97026a89f1,a product specification database for visual prototyping,"kazutoshi sumiya, kouichi yasutake, hirohiko tanaka, norio sanada, yoshihiko imai",vldb,1995,3318,"{'kazutoshi sumiya', 'hirohiko tanaka', 'yoshihiko imai', 'kouichi yasutake', 'norio sanada'}",5,5,1.0,53908a9620f70186a0da4ce153e99de8b7602d97026a89f1a product specification database for visual prototypinga product specification database for visual prototyping
53908a9620f70186a0da4cd6,improving performance in replicated databases through relaxed coherency,"rainer gallersdörfer, matthias nicola",vldb 95 proceedings of the 21th international conference on very large data bases,1995,2304,1,53e9b47db7602d9703f82e4e,improving performance in replicated databases through relaxed coherency,"rainer gallersdörfer, matthias nicola",vldb,1995,4716,"{'matthias nicola', 'rainer gallersdörfer'}",2,2,1.0,53908a9620f70186a0da4cd653e9b47db7602d9703f82e4eimproving performance in replicated databases through relaxed coherencyimproving performance in replicated databases through relaxed coherency
53908a9620f70186a0da4cf7,dynamic multiresource load balancing in parallel database systems,"erhard rahm, robert marek",vldb 95 proceedings of the 21th international conference on very large data bases,1995,2306,1,53e9aa2cb7602d970339cf69,dynamic multiresource load balancing in parallel database systems,"erhard rahm, robert marek",vldb,1995,4415,"{'erhard rahm', 'robert marek'}",2,2,1.0,53908a9620f70186a0da4cf753e9aa2cb7602d970339cf69dynamic multiresource load balancing in parallel database systemsdynamic multiresource load balancing in parallel database systems
53908a9620f70186a0da4cef,"fast similarity search in the presence of noise, scaling, and translation in timeseries databases","rakesh agrawal, kingip lin, harpreet s sawhney, kyuseok shim",vldb 95 proceedings of the 21th international conference on very large data bases,1995,2307,1,53e99fefb7602d97028cc813,"fast similarity search in the presence of noise, scaling, and translation in timeseries databases","rakesh agrawal, kingip lin, harpreet s sawhney, kyuseok shim",vldb,1995,4315,"{'rakesh agrawal', 'harpreet s sawhney', 'kyuseok shim', 'kingip lin'}",4,4,1.0,"53908a9620f70186a0da4cef53e99fefb7602d97028cc813fast similarity search in the presence of noise, scaling, and translation in timeseries databasesfast similarity search in the presence of noise, scaling, and translation in timeseries databases"
53908a9620f70186a0da4ce5,generalized search trees for database systems,"joseph m hellerstein, jeffrey f naughton, avi pfeffer",vldb 95 proceedings of the 21th international conference on very large data bases,1995,2308,1,53e99c19b7602d97024c3b5c,generalized search trees for database systems,"joseph m hellerstein, jeffrey f naughton, avi pfeffer",vldb,1995,3350,"{'jeffrey f naughton', 'joseph m hellerstein', 'avi pfeffer'}",3,3,1.0,53908a9620f70186a0da4ce553e99c19b7602d97024c3b5cgeneralized search trees for database systemsgeneralized search trees for database systems
53908a9620f70186a0da4cea,aggregatequery processing in data warehousing environments,"ashish gupta, venky harinarayan, dallan quass",vldb 95 proceedings of the 21th international conference on very large data bases,1995,2309,1,53e9b4e0b7602d9704004dd8,aggregatequery processing in data warehousing environments,"ashish gupta 0001, venky harinarayan, dallan quass",vldb,1995,4455,"{'dallan quass', 'venky harinarayan'}",3,3,0.96875,53908a9620f70186a0da4cea53e9b4e0b7602d9704004dd8aggregatequery processing in data warehousing environmentsaggregatequery processing in data warehousing environments
53908a9620f70186a0da4cfd,a cost model for clustered objectoriented databases,"georges gardarin, jeanrobert gruser, zhaohui tang",vldb 95 proceedings of the 21th international conference on very large data bases,1995,2310,1,53e9a3f4b7602d9702d08fe0,a cost model for clustered objectoriented databases,"georges gardarin, jeanrobert gruser, zhaohui tang",vldb,1995,4709,"{'jeanrobert gruser', 'georges gardarin', 'zhaohui tang'}",3,3,1.0,53908a9620f70186a0da4cfd53e9a3f4b7602d9702d08fe0a cost model for clustered objectoriented databasesa cost model for clustered objectoriented databases
53908a9620f70186a0da4cfc,oodb bulk loading revisited the partitionedlist approach,"janet l wiener, jeffrey f naughton",vldb 95 proceedings of the 21th international conference on very large data bases,1995,2311,1,53e9a2fbb7602d9702c07c03,oodb bulk loading revisited the partitionedlist approach,"janet l wiener, jeffrey f naughton",vldb,1995,3770,"{'jeffrey f naughton', 'janet l wiener'}",2,2,1.0,53908a9620f70186a0da4cfc53e9a2fbb7602d9702c07c03oodb bulk loading revisited the partitionedlist approachoodb bulk loading revisited the partitionedlist approach
53908a9620f70186a0da4cfb,bypassing joins in disjunctive queries,"michael steinbrunn, klaus peithner, guido moerkotte, alfons kemper",vldb 95 proceedings of the 21th international conference on very large data bases,1995,2312,1,53e9aa5cb7602d97033cb71d,bypassing joins in disjunctive queries,"michael steinbrunn, klaus peithner, guido moerkotte, alfons kemper",vldb,1995,3800,"{'michael steinbrunn', 'klaus peithner', 'alfons kemper', 'guido moerkotte'}",4,4,1.0,53908a9620f70186a0da4cfb53e9aa5cb7602d97033cb71dbypassing joins in disjunctive queriesbypassing joins in disjunctive queries
53908a9620f70186a0da4cf9,a performance evaluation of oid mapping techniques,"andré eickler, carsten andreas gerlhof, donald kossmann",vldb 95 proceedings of the 21th international conference on very large data bases,1995,2313,1,53e99fd0b7602d97028aa07b,a performance evaluation of oid mapping techniques,"andré eickler, carsten andreas gerlhof, donald kossmann",vldb,1995,4869,"{'donald kossmann', 'carsten andreas gerlhof', 'andré eickler'}",3,3,1.0,53908a9620f70186a0da4cf953e99fd0b7602d97028aa07ba performance evaluation of oid mapping techniquesa performance evaluation of oid mapping techniques
53908a9620f70186a0da4d7d,os support for vldbs unix enhancements for the teradata data base,"john catozzi, sorana rabinovici",vldb 95 proceedings of the 21th international conference on very large data bases,1995,2315,1,53e9b46fb7602d9703f70f15,os support for vldbs unix enhancements for the teradata data base,"john catozzi, sorana rabinovici",vldb,1995,3363,"{'john catozzi', 'sorana rabinovici'}",2,2,1.0,53908a9620f70186a0da4d7d53e9b46fb7602d9703f70f15os support for vldbs unix enhancements for the teradata data baseos support for vldbs unix enhancements for the teradata data base
53908a9620f70186a0da4d81,providing database migration tools  a practicioners approach,andreas meier,vldb 95 proceedings of the 21th international conference on very large data bases,1995,2316,1,53e9a699b7602d9702fcbde8,providing database migration tools  a practicioners approach,andreas meier,vldb,1995,3341,{'andreas meier'},1,1,1.0,53908a9620f70186a0da4d8153e9a699b7602d9702fcbde8providing database migration tools  a practicioners approachproviding database migration tools  a practicioners approach
53908a9620f70186a0da4d86,from vldb to vmldb very many large data bases dealing with largescale semantic heterogenity,stuart e madnick,vldb 95 proceedings of the 21th international conference on very large data bases,1995,2317,1,53e99d58b7602d9702614857,from vldb to vmldb very many large data bases dealing with largescale semantic heterogenity,stuart e madnick,vldb,1995,3888,{'stuart e madnick'},1,1,1.0,53908a9620f70186a0da4d8653e99d58b7602d9702614857from vldb to vmldb very many large data bases dealing with largescale semantic heterogenityfrom vldb to vmldb very many large data bases dealing with largescale semantic heterogenity
53908a9620f70186a0da4d7e,a practical and modular implementation of extended transaction models,"roger s barga, calton pu",vldb 95 proceedings of the 21th international conference on very large data bases,1995,2318,1,53e9aa32b7602d97033a1147,a practical and modular implementation of extended transaction models,"roger s barga, calton pu",vldb,1995,3489,"{'roger s barga', 'calton pu'}",2,2,1.0,53908a9620f70186a0da4d7e53e9aa32b7602d97033a1147a practical and modular implementation of extended transaction modelsa practical and modular implementation of extended transaction models
53908a9620f70186a0da4d88,applying database technology in the adsm mass storage system,"luisfelipe cabrera, robert rees, wayne hineman",vldb 95 proceedings of the 21th international conference on very large data bases,1995,2319,1,53e999ffb7602d970224bd55,applying database technology in the adsm mass storage system,"luisfelipe cabrera, robert m rees, wayne hineman",vldb,1995,4756,"{'wayne hineman', 'luisfelipe cabrera'}",3,3,0.9869565217391304,53908a9620f70186a0da4d8853e999ffb7602d970224bd55applying database technology in the adsm mass storage systemapplying database technology in the adsm mass storage system
53908a9620f70186a0da4d89,type classification of semistructured documents,"markus tresch, neal palmer, allen luniewski",vldb 95 proceedings of the 21th international conference on very large data bases,1995,2320,1,53e9b381b7602d9703e63e4d,type classification of semistructured documents,"markus tresch, neal palmer, allen luniewski",vldb,1995,3134,"{'allen luniewski', 'neal palmer', 'markus tresch'}",3,3,1.0,53908a9620f70186a0da4d8953e9b381b7602d9703e63e4dtype classification of semistructured documentstype classification of semistructured documents
53908a9620f70186a0da4d7f,managing intraoperator parallelism in parallel database systems,"manish mehta, david j dewitt",vldb 95 proceedings of the 21th international conference on very large data bases,1995,2321,1,53e9a8f8b7602d97032459aa,data placement in sharednothing parallel database systems,"manish mehta 0002, david j dewitt",vldb j,1997,4170,{'david j dewitt'},2,2,0.5316129032258063,53908a9620f70186a0da4d7f53e9a8f8b7602d97032459aamanaging intraoperator parallelism in parallel database systemsdata placement in sharednothing parallel database systems
53908a9620f70186a0da4d7f,managing intraoperator parallelism in parallel database systems,"manish mehta, david j dewitt",vldb 95 proceedings of the 21th international conference on very large data bases,1995,2321,1,53e9b9a7b7602d970459bece,managing intraoperator parallelism in parallel database systems,"manish mehta 0002, david j dewitt",vldb,1995,4875,{'david j dewitt'},2,2,0.9516129032258064,53908a9620f70186a0da4d7f53e9b9a7b7602d970459becemanaging intraoperator parallelism in parallel database systemsmanaging intraoperator parallelism in parallel database systems
53908a9620f70186a0da4d8d,database decentralization  a practical approach,"tor didriksen, césar a galindolegaria, eirik dahle",vldb 95 proceedings of the 21th international conference on very large data bases,1995,2322,1,53e9aeebb7602d970391916a,database decentralization  a practical approach,"tor didriksen, césar a galindolegaria, eirik dahle",vldb,1995,3469,"{'tor didriksen', 'eirik dahle', 'césar a galindolegaria'}",3,3,1.0,53908a9620f70186a0da4d8d53e9aeebb7602d970391916adatabase decentralization  a practical approachdatabase decentralization  a practical approach
53908a9620f70186a0da4d93,promises and realities of active database systems,"eric simon, angelika kotz dittrich",vldb 95 proceedings of the 21th international conference on very large data bases,1995,2323,1,53e99967b7602d97021a9954,promises and realities of active database systems,"eric simon, angelika kotz dittrich",vldb,1995,3076,"{'angelika kotz dittrich', 'eric simon'}",2,2,1.0,53908a9620f70186a0da4d9353e99967b7602d97021a9954promises and realities of active database systemspromises and realities of active database systems
53908a9620f70186a0da4d8c,retrieval of composite multimedia objects,"surajit chaudhuri, shahram ghandeharizadeh, cyrus shahabi",vldb 95 proceedings of the 21th international conference on very large data bases,1995,2324,1,53e9ad63b7602d970374b7f3,retrieval of composite multimedia objects,"surajit chaudhuri, shahram ghandeharizadeh, cyrus shahabi",vldb,1995,3989,"{'cyrus shahabi', 'shahram ghandeharizadeh', 'surajit chaudhuri'}",3,3,1.0,53908a9620f70186a0da4d8c53e9ad63b7602d970374b7f3retrieval of composite multimedia objectsretrieval of composite multimedia objects
53908a9620f70186a0da4d7b,samplingbased estimation of the number of distinct values of an attribute,"peter j haas, jeffrey f naughton, s seshadri, lynne stokes",vldb 95 proceedings of the 21th international conference on very large data bases,1995,2325,1,53e99fd0b7602d97028a969e,samplingbased estimation of the number of distinct values of an attribute,"peter j haas, jeffrey f naughton, s seshadri, lynne stokes",vldb,1995,3331,"{'jeffrey f naughton', 'lynne stokes', 'peter j haas', 's seshadri'}",4,4,1.0,53908a9620f70186a0da4d7b53e99fd0b7602d97028a969esamplingbased estimation of the number of distinct values of an attributesamplingbased estimation of the number of distinct values of an attribute
53908a9620f70186a0da4d92,databases and workflow management what is it all about panel,"andreas reuter, stefano ceri, jim gray, betty salzberg, gerhard weikum",vldb 95 proceedings of the 21th international conference on very large data bases,1995,2326,1,53e99ee6b7602d97027afae9,databases and workflow management what is it all about panel,"andreas reuter, stefano ceri, jim gray, betty salzberg, gerhard weikum",vldb,1995,4692,"{'betty salzberg', 'stefano ceri', 'gerhard weikum', 'andreas reuter', 'jim gray'}",5,5,1.0,53908a9620f70186a0da4d9253e99ee6b7602d97027afae9databases and workflow management what is it all about paneldatabases and workflow management what is it all about panel
53908a9620f70186a0da4d9b,very large databases in a commercial application environment,karlheinz hess,vldb 96 proceedings of the 22th international conference on very large data bases,1996,2327,1,53e99d7ab7602d970263899a,very large databases in a commercial application environment,karlheinz hess,vldb,1996,3794,{'karlheinz hess'},1,1,1.0,53908a9620f70186a0da4d9b53e99d7ab7602d970263899avery large databases in a commercial application environmentvery large databases in a commercial application environment
53908a9620f70186a0da4d91,efficient search of multidimensional btrees,"harry leslie, rohit jain, dave birdsall, hedieh yaghmai",vldb 95 proceedings of the 21th international conference on very large data bases,1995,2328,1,53e9b31bb7602d9703de49f9,efficient search of multidimensional btrees,"harry leslie, rohit jain, dave birdsall, hedieh yaghmai",vldb,1995,4404,"{'hedieh yaghmai', 'harry leslie', 'rohit jain', 'dave birdsall'}",4,4,1.0,53908a9620f70186a0da4d9153e9b31bb7602d9703de49f9efficient search of multidimensional btreesefficient search of multidimensional btrees
53908a9620f70186a0da4d9d,extracting large data sets using db2 parallel edition,sriram padmanabhan,vldb 96 proceedings of the 22th international conference on very large data bases,1996,2329,1,53e99b0ab7602d970239bff2,extracting large data sets using db2 parallel edition,sriram padmanabhan,vldb,1996,3091,{'sriram padmanabhan'},1,1,1.0,53908a9620f70186a0da4d9d53e99b0ab7602d970239bff2extracting large data sets using db2 parallel editionextracting large data sets using db2 parallel edition
53908a9620f70186a0da4d90,"the hbptree a modified hbtree supporting concurrency, recovery and node consolidation","georgios evangelidis, david b lomet, betty salzberg",vldb 95 proceedings of the 21th international conference on very large data bases,1995,2330,1,53e99d4cb7602d9702603dec,"the hbptree a modified hbtree supporting concurrency, recovery and node consolidation","georgios evangelidis, david b lomet, betty salzberg",vldb,1995,4289,"{'georgios evangelidis', 'david b lomet', 'betty salzberg'}",3,3,1.0,"53908a9620f70186a0da4d9053e99d4cb7602d9702603decthe hbptree a modified hbtree supporting concurrency, recovery and node consolidationthe hbptree a modified hbtree supporting concurrency, recovery and node consolidation"
53908a9620f70186a0da4d90,"the hbptree a modified hbtree supporting concurrency, recovery and node consolidation","georgios evangelidis, david b lomet, betty salzberg",vldb 95 proceedings of the 21th international conference on very large data bases,1995,2330,1,53e99bf7b7602d97024a3d10,"the hbpitree a multiattribute index supporting concurrency, recovery and node consolidation","georgios evangelidis, david b lomet, betty salzberg",vldb j,1997,4925,"{'georgios evangelidis', 'david b lomet', 'betty salzberg'}",3,3,0.7,"53908a9620f70186a0da4d9053e99bf7b7602d97024a3d10the hbptree a modified hbtree supporting concurrency, recovery and node consolidationthe hbpitree a multiattribute index supporting concurrency, recovery and node consolidation"
53908a9620f70186a0da4d8e,schema and database evolution in the o2 object database system,"fabrizio ferrandina, thorsten meyer, roberto zicari, guy ferran, joëlle madec",vldb 95 proceedings of the 21th international conference on very large data bases,1995,2331,1,53e9adfeb7602d970380564e,schema and database evolution in the o2 object database system,"fabrizio ferrandina, thorsten meyer, roberto zicari, guy ferran, joëlle madec",vldb,1995,3126,"{'fabrizio ferrandina', 'joëlle madec', 'roberto zicari', 'thorsten meyer', 'guy ferran'}",5,5,1.0,53908a9620f70186a0da4d8e53e9adfeb7602d970380564eschema and database evolution in the o2 object database systemschema and database evolution in the o2 object database system
53908a9620f70186a0da4da3,disnicplan a nicnet based distributed database for microlevel planning in india,m moni,vldb 96 proceedings of the 22th international conference on very large data bases,1996,2332,1,53e9bc0ab7602d970486e828,disnicplan a nicnet based distributed database for microlevel planning in india,m moni,vldb,1996,3379,{'m moni'},1,1,1.0,53908a9620f70186a0da4da353e9bc0ab7602d970486e828disnicplan a nicnet based distributed database for microlevel planning in indiadisnicplan a nicnet based distributed database for microlevel planning in india
53908a9620f70186a0da4d9c,modeling skewed distribution using multifractals and the 8020 law,"christos faloutsos, yossi matias, abraham silberschatz",vldb 96 proceedings of the 22th international conference on very large data bases,1996,2333,1,53e9b98ab7602d970457bd03,modeling skewed distribution using multifractals and the 8020 law,"christos faloutsos, yossi matias, abraham silberschatz",vldb,1996,3460,"{'christos faloutsos', 'yossi matias', 'abraham silberschatz'}",3,3,1.0,53908a9620f70186a0da4d9c53e9b98ab7602d970457bd03modeling skewed distribution using multifractals and the 8020 lawmodeling skewed distribution using multifractals and the 8020 law
53908a9620f70186a0da4d85,highconcurrency locking in rtrees,"marcel kornacker, douglas banks",vldb 95 proceedings of the 21th international conference on very large data bases,1995,2334,1,53e9a326b7602d9702c31476,highconcurrency locking in rtrees,"marcel kornacker, douglas banks",vldb,1995,3415,"{'douglas banks', 'marcel kornacker'}",2,2,1.0,53908a9620f70186a0da4d8553e9a326b7602d9702c31476highconcurrency locking in rtreeshighconcurrency locking in rtrees
53908a9620f70186a0da4d9f,further improvements on integrity constraint checking for stratifiable deductive databases,"sin yeung lee, tok wang ling",vldb 96 proceedings of the 22th international conference on very large data bases,1996,2336,1,53e9a186b7602d9702a77d44,further improvements on integrity constraint checking for stratifiable deductive databases,"sin yeung lee, tok wang ling",vldb,1996,3660,"{'sin yeung lee', 'tok wang ling'}",2,2,1.0,53908a9620f70186a0da4d9f53e9a186b7602d9702a77d44further improvements on integrity constraint checking for stratifiable deductive databasesfurther improvements on integrity constraint checking for stratifiable deductive databases
53908a9620f70186a0da4d9e,dynamic load balancing in hierarchical parallel database systems,"luc bouganim, daniela florescu, patrick valduriez",vldb 96 proceedings of the 22th international conference on very large data bases,1996,2337,1,53e9af47b7602d9703988998,dynamic load balancing in hierarchical parallel database systems,"luc bouganim, daniela florescu, patrick valduriez",vldb,1996,3416,"{'daniela florescu', 'luc bouganim', 'patrick valduriez'}",3,3,1.0,53908a9620f70186a0da4d9e53e9af47b7602d9703988998dynamic load balancing in hierarchical parallel database systemsdynamic load balancing in hierarchical parallel database systems
53908a9620f70186a0da4cfa,estimating the selectivity of spatial queries using the correlation fractal dimension,"alberto belussi, christos faloutsos",vldb 95 proceedings of the 21th international conference on very large data bases,1995,2338,1,53e9b634b7602d970418e6d3,estimating the selectivity of spatial queries using the correlation fractal dimension,"alberto belussi, christos faloutsos",vldb,1995,3776,"{'alberto belussi', 'christos faloutsos'}",2,2,1.0,53908a9620f70186a0da4cfa53e9b634b7602d970418e6d3estimating the selectivity of spatial queries using the correlation fractal dimensionestimating the selectivity of spatial queries using the correlation fractal dimension
53908a9620f70186a0da4d99,sampling large databases for association rules,hannu toivonen,vldb 96 proceedings of the 22th international conference on very large data bases,1996,2339,1,53e9b954b7602d970453d01f,sampling large databases for association rules,hannu toivonen,vldb,1996,3326,{'hannu toivonen'},1,1,1.0,53908a9620f70186a0da4d9953e9b954b7602d970453d01fsampling large databases for association rulessampling large databases for association rules
53908a9620f70186a0da4e23,loading the data warehouse across various parallel architectures,vijay v raghavan,vldb 96 proceedings of the 22th international conference on very large data bases,1996,2340,1,53e9ba69b7602d9704688cf7,loading the data warehouse across various parallel architectures,vijay v raghavan,vldb,1996,4321,{'vijay v raghavan'},1,1,1.0,53908a9620f70186a0da4e2353e9ba69b7602d9704688cf7loading the data warehouse across various parallel architecturesloading the data warehouse across various parallel architectures
53908a9620f70186a0da4e24,applying data mining techniques to a health insurance information system,"marisa s viveros, john p nearhos, michael j rothman",vldb 96 proceedings of the 22th international conference on very large data bases,1996,2342,1,53e9b029b7602d9703a885d7,applying data mining techniques to a health insurance information system,"marisa s viveros, john p nearhos, michael j rothman",vldb,1996,3106,"{'michael j rothman', 'john p nearhos', 'marisa s viveros'}",3,3,1.0,53908a9620f70186a0da4e2453e9b029b7602d9703a885d7applying data mining techniques to a health insurance information systemapplying data mining techniques to a health insurance information system
53908a9620f70186a0da4e2d,using referential integrity to easily define consistent subset replicas,brad hammond,vldb 96 proceedings of the 22th international conference on very large data bases,1996,2343,1,53e9b295b7602d9703d3ac79,using referential integrity to easily define consistent subset replicas,brad hammond,vldb,1996,4317,{'brad hammond'},1,1,1.0,53908a9620f70186a0da4e2d53e9b295b7602d9703d3ac79using referential integrity to easily define consistent subset replicasusing referential integrity to easily define consistent subset replicas
53908a9620f70186a0da4e2a,"tpcd the challenges, issues and results",ramesh bhashyam,vldb 96 proceedings of the 22th international conference on very large data bases,1996,2344,1,53e9af81b7602d97039c4d92,"tcpd  the challenges, issues and results",ramesh bhashyam,sigmod record,1996,3405,{'ramesh bhashyam'},1,1,0.8,"53908a9620f70186a0da4e2a53e9af81b7602d97039c4d92tpcd the challenges, issues and resultstcpd  the challenges, issues and results"
53908a9620f70186a0da4e2b,the query optimizer in tandems new serverware sql product,pedro celis,vldb 96 proceedings of the 22th international conference on very large data bases,1996,2345,1,53e9b1c2b7602d9703c52557,the query optimizer in tandems new serverware sql product,pedro celis,vldb,1996,4422,{'pedro celis'},1,1,1.0,53908a9620f70186a0da4e2b53e9b1c2b7602d9703c52557the query optimizer in tandems new serverware sql productthe query optimizer in tandems new serverware sql product
53908a9620f70186a0da4e28,supporting statewide immunisation tracking using multiparadigm workflow technology,"amit p sheth, krys kochut, john a miller, devashish worah, souvik das, chenye lin, devanand palaniswami, john lynch, ivan shevchenko",vldb 96 proceedings of the 22th international conference on very large data bases,1996,2346,1,53e9ae7db7602d9703898153,supporting statewide immunisation tracking using multiparadigm workflow technology,"amit p sheth, krys kochut, john a miller, devashish worah, souvik das, chenye lin, devanand palaniswami, john lynch, ivan shevchenko",vldb,1996,3692,"{'chenye lin', 'souvik das', 'john lynch', 'krys kochut', 'ivan shevchenko', 'devanand palaniswami', 'amit p sheth', 'john a miller', 'devashish worah'}",9,9,1.0,53908a9620f70186a0da4e2853e9ae7db7602d9703898153supporting statewide immunisation tracking using multiparadigm workflow technologysupporting statewide immunisation tracking using multiparadigm workflow technology
