paper ID_df1,paper title_df1,author names_df1,publication venue_df1,year of publication_df1,bucket_df1,paper ID_df2,paper title_df2,author names_df2,publication venue_df2,year of publication_df2,bucket_df2,similarity_score,ID
5390880220f70186a0d77f69,sql standardization the next steps,"andrew eisenberg, jim melton",acm sigmod record,2000,5,53e9b556b7602d970408c9c4,sql standardization the next steps,"andrew eisenberg, jim melton",sigmod record,2000,5,1.0,5390880220f70186a0d77f6953e9b556b7602d970408c9c4
5390880220f70186a0d77f72,beyond document similarity understanding valuebased search and browsing technologies,"andreas paepcke, hector garciamolina, gerard rodriguezmula, junghoo cho",acm sigmod record,2000,5,53e99c60b7602d9702513fb8,beyond document similarity understanding valuebased search and browsing technologies,"andreas paepcke, hector garciamolina, gerard rodríguezmulà, junghoo cho",sigmod record,2000,5,1.0,5390880220f70186a0d77f7253e99c60b7602d9702513fb8
5390880220f70186a0d77f6c,comparative analysis of five xml query languages,"angela bonifati, stefano ceri",acm sigmod record,2000,5,53e9b246b7602d9703ce4922,comparative analysis of five xml query languages,"angela bonifati, stefano ceri",sigmod record,2000,5,1.0,5390880220f70186a0d77f6c53e9b246b7602d9703ce4922
5390880d20f70186a0d7b5ca,generating spatiotemporal datasets on the www,"yannis theodoridis, mario a nascimento",acm sigmod record,2000,5,53e99bc6b7602d970246db8f,generating spatiotemporal datasets on the www,"yannis theodoridis, mario a nascimento",sigmod record,2000,5,1.0,5390880d20f70186a0d7b5ca53e99bc6b7602d970246db8f
5390880d20f70186a0d7b5c7,spatial operators,"eliseo clementini, paolino di felice",acm sigmod record,2000,5,53e997c2b7602d9701fafd6b,spatial operators,"eliseo clementini, paolino di felice",sigmod record,2000,5,1.0,5390880d20f70186a0d7b5c753e997c2b7602d9701fafd6b
5390880d20f70186a0d7b5ea,metadata standards for data warehousing open information model vs common warehouse metadata,"thomas vetterli, anca vaduva, martin staudt",acm sigmod record,2000,5,53e9a4f3b7602d9702e17725,metadata standards for data warehousing open information model vs common warehouse metamodel,"thomas vetterli, anca vaduva, martin staudt",sigmod record,2000,5,0.9166666666666666,5390880d20f70186a0d7b5ea53e9a4f3b7602d9702e17725
5390880d20f70186a0d7b5ee,knowledge discovery in data warehouses,themistoklis palpanas,acm sigmod record,2000,5,53e9b17ab7602d9703c03ddb,knowledge discovery in data warehouses,themistoklis palpanas,sigmod record,2000,5,1.0,5390880d20f70186a0d7b5ee53e9b17ab7602d9703c03ddb
5390880d20f70186a0d7b5ec,comparative analysis of six xml schema languages,"dongwon lee, wesley w chu",acm sigmod record,2000,5,53e9b30ab7602d9703dce3a4,comparative analysis of six xml schema languages,"dongwon lee, wesley w chu",sigmod record,2000,5,1.0,5390880d20f70186a0d7b5ec53e9b30ab7602d9703dce3a4
5390880d20f70186a0d7b5e8,constraint databases a tutorial introduction,jan van den bussche,acm sigmod record,2000,5,53e9ac33b7602d97035fc49a,constraint databases a tutorial introduction,jan van den bussche,sigmod record,2000,5,1.0,5390880d20f70186a0d7b5e853e9ac33b7602d97035fc49a
5390880d20f70186a0d7b5c2,report on second international workshop on advanced issues of ecommerce and webbased information systems,"kunlung wu, philip s yu",acm sigmod record,2000,5,53e9ba3fb7602d970464dd2f,report on second international workshop on advanced issues of ecommerce and webbased information systems,"kunlung wu, philip s yu",sigmod record,2000,5,1.0,5390880d20f70186a0d7b5c253e9ba3fb7602d970464dd2f
5390880d20f70186a0d7cd61,using quantitative information for efficient association rule generation,"b pôssas, m carvalho, r resende, w meita, jr",acm sigmod record,2000,5,53e9a636b7602d9702f66404,using quantitative information for efficient association rule generation,"bruno pôssas, wagner meira jr, márcio de carvalho, rodolfo f resende",sigmod record,2000,5,1.0,5390880d20f70186a0d7cd6153e9a636b7602d9702f66404
5390880d20f70186a0d7cd68,moving up the food chain supporting ecommerce applications on databases,anant jhingran,acm sigmod record,2000,5,53e9a0f3b7602d97029db9e5,moving up the food chain supporting ecommerce applications on databases,anant jhingran,sigmod record,2000,5,1.0,5390880d20f70186a0d7cd6853e9a0f3b7602d97029db9e5
5390880d20f70186a0d7cd6c,new tpc benchmarks for decision support and web commerce,"meikel poess, chris floyd",acm sigmod record,2000,5,53e9a8e2b7602d9703230aa8,new tpc benchmarks for decision support and web commerce,"meikel pöss, chris floyd",sigmod record,2000,5,1.0,5390880d20f70186a0d7cd6c53e9a8e2b7602d9703230aa8
5390880d20f70186a0d7cd6a,a vision for management of complex models,"phillip a bernstein, alon y halevy, rachel a pottinger",acm sigmod record,2000,5,53e9b56cb7602d97040a7c9a,a vision of management of complex models,"philip a bernstein, alon y halevy, rachel pottinger",sigmod record,2000,5,0.8571428571428571,5390880d20f70186a0d7cd6a53e9b56cb7602d97040a7c9a
5390880d20f70186a0d7cd65,theory of answering queries using views,alon y halevy,acm sigmod record,2000,5,53e9a6dfb7602d97030162b3,theory of answering queries using views,alon y halevy,sigmod record,2000,5,1.0,5390880d20f70186a0d7cd6553e9a6dfb7602d97030162b3
5390880d20f70186a0d7cd63,cache invalidation scheme for mobile computing systems with realtime data,"joe chunhung yuen, edward chan, kamyiu lam, h w leung",acm sigmod record,2000,5,53e9a15bb7602d9702a4e028,cache invalidation scheme for mobile computing systems with realtime data,"joe chunhung yuen, edward chan, kamyiu lam, heiwing leung",sigmod record,2000,5,1.0,5390880d20f70186a0d7cd6353e9a15bb7602d9702a4e028
5390880d20f70186a0d7cd62,object database evolution using separation of concerns,"awais rashid, peter sawyer",acm sigmod record,2000,5,53e9ba05b7602d97046045ef,object database evolution using separation of concerns,"awais rashid, peter sawyer",sigmod record,2000,5,1.0,5390880d20f70186a0d7cd6253e9ba05b7602d97046045ef
53908a9620f70186a0da4729,"ordering information, conference organizers, program committees, additional reviewers, additional demonstrations reviewers, sponsors, vldb endowment, preface, foreword",,vldb 00 proceedings of the 26th international conference on very large data bases,2000,5,53e9a5f0b7602d9702f1eb77,"ordering information, conference organizers, program committees, additional reviewers, additional demonstrations reviewers, sponsors, vldb endowment, preface, foreword",,vldb,2000,5,1.0,53908a9620f70186a0da472953e9a5f0b7602d9702f1eb77
53908a9620f70186a0da472f,"panel future directions of database research  the vldb broadening strategy, part 2",michael l brodie,vldb 00 proceedings of the 26th international conference on very large data bases,2000,5,53e9ba54b7602d970466d242,"panel future directions of database research  the vldb broadening strategy, part 1",hansjörg schek,vldb,2000,5,0.8461538461538461,53908a9620f70186a0da472f53e9ba54b7602d970466d242
53908a9620f70186a0da472f,"panel future directions of database research  the vldb broadening strategy, part 2",michael l brodie,vldb 00 proceedings of the 26th international conference on very large data bases,2000,5,53e9ba54b7602d970466d248,"panel future directions of database research  the vldb broadening strategy, part 2",michael l brodie,vldb,2000,5,1.0,53908a9620f70186a0da472f53e9ba54b7602d970466d248
53908a9620f70186a0da472d,toward learning based web query processing,"yanlei diao, hongjun lu, songting chen, zengping tian",vldb 00 proceedings of the 26th international conference on very large data bases,2000,5,53e9a584b7602d9702eac3cb,toward learning based web query processing,"yanlei diao, hongjun lu, songting chen, zengping tian",vldb,2000,5,1.0,53908a9620f70186a0da472d53e9a584b7602d9702eac3cb
53908a9620f70186a0da4731,insite a tool for interpreting users interaction with a web space,"cyrus shahabi, adil faisal, farnoush banaei kashani, jabed faruque",vldb 00 proceedings of the 26th international conference on very large data bases,2000,5,53e9af8db7602d97039d2df6,insite a tool for interpreting users interaction with a web space,"cyrus shahabi, adil faisal, farnoush banaei kashani, jabed faruque",vldb,2000,5,1.0,53908a9620f70186a0da473153e9af8db7602d97039d2df6
53908a9620f70186a0da4737,the challenge of process data warehousing,"matthias jarke, thomas list, jörg köller",vldb 00 proceedings of the 26th international conference on very large data bases,2000,5,53e9b381b7602d9703e63526,the challenge of process data warehousing,"matthias jarke, thomas list, jörg köller",vldb,2000,5,1.0,53908a9620f70186a0da473753e9b381b7602d9703e63526
53908a9620f70186a0da473a,media360 workflowimplementing a workflow engine inside a database,carsten blecken,vldb 00 proceedings of the 26th international conference on very large data bases,2000,5,53e99d96b7602d97026522ac,media360 workflowimplementing a workflow engine inside a database,carsten blecken,vldb,2000,5,1.0,53908a9620f70186a0da473a53e99d96b7602d97026522ac
53908a9620f70186a0da473d,process automation as the foundation for ebusiness,"fabio casati, mingchien shan",vldb 00 proceedings of the 26th international conference on very large data bases,2000,5,53e9b6b0b7602d97042321a7,process automation as the foundation for ebusiness,"fabio casati, mingchien shan",vldb,2000,5,1.0,53908a9620f70186a0da473d53e9b6b0b7602d97042321a7
53908a9620f70186a0da4739,publishsubscribe on the web at extreme speed,"joão pereira, françoise fabret, françois llirbat, radu preotiucpietro, kenneth a ross, dennis shasha",vldb 00 proceedings of the 26th international conference on very large data bases,2000,5,53e9bb0fb7602d97047483c7,publishsubscribe on the web at extreme speed,"joão pereira, françoise fabret, françois llirbat, radu preotiucpietro, kenneth a ross, dennis shasha",vldb,2000,5,1.0,53908a9620f70186a0da473953e9bb0fb7602d97047483c7
53908a9620f70186a0da4735,decision tables scalable classification exploring rdbms capabilities,"hongjun lu, hongyan liu",vldb 00 proceedings of the 26th international conference on very large data bases,2000,5,53e9abd4b7602d970358c7d2,decision tables scalable classification exploring rdbms capabilities,"hongjun lu, hongyan liu",vldb,2000,5,1.0,53908a9620f70186a0da473553e9abd4b7602d970358c7d2
53908a9620f70186a0da4741,asera extranet architecture for b2b solutions,anil nori,vldb 00 proceedings of the 26th international conference on very large data bases,2000,5,53e99f7fb7602d970285401d,asera extranet architecture for b2b solutions,anil nori,vldb,2000,5,1.0,53908a9620f70186a0da474153e99f7fb7602d970285401d
53908a9620f70186a0da4743,"toto, were not in kansas anymore on transitioning from research to the real invited industrial talk",michael j carey,vldb 00 proceedings of the 26th international conference on very large data bases,2000,5,53e9a343b7602d9702c4a52f,"toto, were not in kansas anymore on transitioning from research to the real invited industrial talk",michael j carey,vldb,2000,5,1.0,53908a9620f70186a0da474353e9a343b7602d9702c4a52f
53908a9620f70186a0da4736,using sql to build new aggregates and extenders for object relational systems,"haixun wang, carlo zaniolo",vldb 00 proceedings of the 26th international conference on very large data bases,2000,5,53e9a263b7602d9702b6afc1,using sql to build new aggregates and extenders for object relational systems,"haixun wang, carlo zaniolo",vldb,2000,5,1.0,53908a9620f70186a0da473653e9a263b7602d9702b6afc1
53908a9620f70186a0da4745,a 2020 vision of the vldb2020,"s misbah deen, anant jhingran, shamkant b navathe, erich j neuhold, gio wiederhold",vldb 00 proceedings of the 26th international conference on very large data bases,2000,5,53e9a7a6b7602d97030e3e96,a 2020 vision of the vldb2020,"s misbah deen, anant jhingran, shamkant b navathe, erich j neuhold, gio wiederhold",vldb,2000,5,1.0,53908a9620f70186a0da474553e9a7a6b7602d97030e3e96
53908a9620f70186a0da473c,a casebased approach to information integration,"maurizio panti, luca spalazzi, alberto giretti",vldb 00 proceedings of the 26th international conference on very large data bases,2000,5,53e9b917b7602d97044fbcd6,a casebased approach to information integration,"maurizio panti, luca spalazzi, alberto giretti",vldb,2000,5,1.0,53908a9620f70186a0da473c53e9b917b7602d97044fbcd6
53908a9620f70186a0da4740,mining frequent itemsets using support constraints,"ke wang, yu he, jiawei han",vldb 00 proceedings of the 26th international conference on very large data bases,2000,5,53e9a57db7602d9702ea96d6,mining frequent itemsets using support constraints,"ke wang, yu he, jiawei han",vldb,2000,5,1.0,53908a9620f70186a0da474053e9a57db7602d9702ea96d6
53908a9620f70186a0da473f,rethinking database system architecture towards a selftuning riscstyle database system,"surajit chaudhuri, gerhard weikum",vldb 00 proceedings of the 26th international conference on very large data bases,2000,5,53e9b7c1b7602d970436c246,rethinking database system architecture towards a selftuning riscstyle database system,"surajit chaudhuri, gerhard weikum",vldb,2000,5,1.0,53908a9620f70186a0da473f53e9b7c1b7602d970436c246
53908a9620f70186a0da4730,semantic access semantic interface for querying databases,"naphtali rishe, jun yuan, rukshan athauda, shuching chen, xiaoling lu, xiaobin ma, alexander vaschillo, artyom shaposhnikov, dmitry vasilevsky",vldb 00 proceedings of the 26th international conference on very large data bases,2000,5,53e9a618b7602d9702f4ac91,semantic access semantic interface for querying databases,"naphtali rishe, jun yuan, rukshan athauda, shuching chen, xiaoling lu, xiaobin ma, alexander vaschillo, artyom shaposhnikov, dmitry vasilevsky",vldb,2000,5,1.0,53908a9620f70186a0da473053e9a618b7602d9702f4ac91
53908a9620f70186a0da472e,the evolution of the web and implications for an incremental crawler,"junghoo cho, hector garciamolina",vldb 00 proceedings of the 26th international conference on very large data bases,2000,5,53e9a60ab7602d9702f39d4c,the evolution of the web and implications for an incremental crawler,"junghoo cho, hector garciamolina",vldb,2000,5,1.0,53908a9620f70186a0da472e53e9a60ab7602d9702f39d4c
53908a9620f70186a0da472a,what is the nearest neighbor in high dimensional spaces,"alexander hinneburg, charu c aggarwal, daniel a keim",vldb 00 proceedings of the 26th international conference on very large data bases,2000,5,53e9ab97b7602d97035441f3,what is the nearest neighbor in high dimensional spaces,"alexander hinneburg, charu c aggarwal, daniel a keim",vldb,2000,5,1.0,53908a9620f70186a0da472a53e9ab97b7602d97035441f3
53908a9620f70186a0da472b,the atree an index structure for highdimensional spaces using relative approximation,"yasushi sakurai, masatoshi yoshikawa, shunsuke uemura, haruhiko kojima",vldb 00 proceedings of the 26th international conference on very large data bases,2000,5,53e9b108b7602d9703b87088,the atree an index structure for highdimensional spaces using relative approximation,"yasushi sakurai, masatoshi yoshikawa, shunsuke uemura, haruhiko kojima",vldb,2000,5,1.0,53908a9620f70186a0da472b53e9b108b7602d9703b87088
53908a9620f70186a0da4744,automated selection of materialized views and indexes in sql databases,"sanjay agrawal, surajit chaudhuri, vivek r narasayya",vldb 00 proceedings of the 26th international conference on very large data bases,2000,5,53e9bb72b7602d97047b56c0,automated selection of materialized views and indexes in sql databases,"sanjay agrawal, surajit chaudhuri, vivek r narasayya",vldb,2000,5,1.0,53908a9620f70186a0da474453e9bb72b7602d97047b56c0
53908a9620f70186a0da472c,schema mapping as query discovery,"renée j miller, laura m haas, mauricio a hernández",vldb 00 proceedings of the 26th international conference on very large data bases,2000,5,53e9b4d4b7602d9703ff2ce5,schema mapping as query discovery,"renée j miller, laura m haas, mauricio a hernández",vldb,2000,5,1.0,53908a9620f70186a0da472c53e9b4d4b7602d9703ff2ce5
53908a9620f70186a0da4738,fast time sequence indexing for arbitrary lp norms,"byoungkee yi, christos faloutsos",vldb 00 proceedings of the 26th international conference on very large data bases,2000,5,53e998f6b7602d9702136b34,fast time sequence indexing for arbitrary lp norms,"byoungkee yi, christos faloutsos",vldb,2000,5,1.0,53908a9620f70186a0da473853e998f6b7602d9702136b34
53908a9620f70186a0da4742,identifying representative trends in massive time series data sets using sketches,"piotr indyk, nick koudas, s muthukrishnan",vldb 00 proceedings of the 26th international conference on very large data bases,2000,5,53e9aa80b7602d97033f747b,identifying representative trends in massive time series data sets using sketches,"piotr indyk, nick koudas, s muthukrishnan",vldb,2000,5,1.0,53908a9620f70186a0da474253e9aa80b7602d97033f747b
53908a9620f70186a0da473b,a scalable algorithm for answering queries using views,"rachel pottinger, alon y levy",vldb 00 proceedings of the 26th international conference on very large data bases,2000,5,53e9ae17b7602d97038278be,a scalable algorithm for answering queries using views,"rachel pottinger, alon y levy",vldb,2000,5,1.0,53908a9620f70186a0da473b53e9ae17b7602d97038278be
53908a9620f70186a0da47cb,"highperformance and scalability through application tier,inmemory data management",,vldb 00 proceedings of the 26th international conference on very large data bases,2000,5,53e9a958b7602d97032b04c3,"highperformance and scalability through application tier,inmemory data management",,vldb,2000,5,1.0,53908a9620f70186a0da47cb53e9a958b7602d97032b04c3
53908a9620f70186a0da47cd,data mining in the bioinformatics domain,shalom tsur,vldb 00 proceedings of the 26th international conference on very large data bases,2000,5,53e9b32bb7602d9703dfcb36,data mining in the bioinformatics domain,shalom tsur,vldb,2000,5,1.0,53908a9620f70186a0da47cd53e9b32bb7602d9703dfcb36
53908a9620f70186a0da47d2,controlling data warehouses with knowledge networks,"elvira schaefer, jandirk becker, andreas boehmer, matthias jarke",vldb 00 proceedings of the 26th international conference on very large data bases,2000,5,53e9a39db7602d9702caa267,controlling data warehouses with knowledge networks,"elvira schaefer, jandirk becker, andreas boehmer, matthias jarke",vldb,2000,5,1.0,53908a9620f70186a0da47d253e9a39db7602d9702caa267
53908a9620f70186a0da47da,an ultra highly available dbms,"sveinolaf hvasshovd, svein erik bratsberg, øystein torbjørnsen",vldb 00 proceedings of the 26th international conference on very large data bases,2000,5,53e9ab64b7602d97034fd41b,an ultra highly available dbms,"sveinolaf hvasshovd, svein erik bratsberg, øystein torbjørnsen",vldb,2000,5,1.0,53908a9620f70186a0da47da53e9ab64b7602d97034fd41b
53908a9620f70186a0da47dd,the zero latency enterprise,dave liles,vldb 00 proceedings of the 26th international conference on very large data bases,2000,5,53e99af2b7602d970237ec1a,the zero latency enterprise,dave liles,vldb,2000,5,1.0,53908a9620f70186a0da47dd53e99af2b7602d970237ec1a
53908a9620f70186a0da47d3,agora living with xml and relational,"ioana manolescu, daniela florescu, donald kossmann, florian xhumari, dan olteanu",vldb 00 proceedings of the 26th international conference on very large data bases,2000,5,53e99bdcb7602d9702485bfd,agora living with xml and relational,"ioana manolescu, daniela florescu, donald kossmann, florian xhumari, dan olteanu",vldb,2000,5,1.0,53908a9620f70186a0da47d353e99bdcb7602d9702485bfd
53908a9620f70186a0da47de,"biodiversity informatics the challenge of rapid development, large databases, and complex data keynote","meridith a lane, james l edwards, ebbe nielsen",vldb 00 proceedings of the 26th international conference on very large data bases,2000,5,53e9a051b7602d970293978d,"biodiversity informatics the challenge of rapid development, large databases, and complex data keynote","meridith a lane, james l edwards, ebbe nielsen",vldb,2000,5,1.0,53908a9620f70186a0da47de53e9a051b7602d970293978d
53908a9620f70186a0da47d4,falcon feedback adaptive loop for contentbased retrieval,"leejay wu, christos faloutsos, katia p sycara, terry r payne",vldb 00 proceedings of the 26th international conference on very large data bases,2000,5,53e9a704b7602d9703036673,falcon feedback adaptive loop for contentbased retrieval,"leejay wu, christos faloutsos, katia p sycara, terry r payne",vldb,2000,5,1.0,53908a9620f70186a0da47d453e9a704b7602d9703036673
53908a9620f70186a0da47d7,design and development of a stream service in a heterogenous client environment,"nikos pappas, stavros christodoulakis",vldb 00 proceedings of the 26th international conference on very large data bases,2000,5,53e99e13b7602d97026d6129,design and development of a stream service in a heterogenous client environment,"nikos pappas, stavros christodoulakis",vldb,2000,5,1.0,53908a9620f70186a0da47d753e99e13b7602d97026d6129
53908a9620f70186a0da47d6,contrast plots and psphere trees space vs time in nearest neighbour searches,"jonathan goldstein, raghu ramakrishnan",vldb 00 proceedings of the 26th international conference on very large data bases,2000,5,53e9b8c1b7602d97044a20ba,contrast plots and psphere trees space vs time in nearest neighbour searches,"jonathan goldstein, raghu ramakrishnan",vldb,2000,5,1.0,53908a9620f70186a0da47d653e9b8c1b7602d97044a20ba
53908a9620f70186a0da47e0,concurrency in the data warehouse,richard taylor,vldb 00 proceedings of the 26th international conference on very large data bases,2000,5,53e9ac4eb7602d970361b85f,concurrency in the data warehouse,richard taylor,vldb,2000,5,1.0,53908a9620f70186a0da47e053e9ac4eb7602d970361b85f
53908a9620f70186a0da47e1,cheetah a lightweight transaction server for plugandplay internet data management,"guy pardon, gustavo alonso",vldb 00 proceedings of the 26th international conference on very large data bases,2000,5,53e9b4bfb7602d9703fd608d,cheetah a lightweight transaction server for plugandplay internet data management,"guy pardon, gustavo alonso",vldb,2000,5,1.0,53908a9620f70186a0da47e153e9b4bfb7602d9703fd608d
53908a9620f70186a0da47e5,modelbased information integration in a neuroscience mediator system,"bertram ludäscher, amarnath gupta, maryann e martone",vldb 00 proceedings of the 26th international conference on very large data bases,2000,5,53e9a5afb7602d9702ed9bf3,modelbased information integration in a neuroscience mediator system,"bertram ludäscher, amarnath gupta, maryann e martone",vldb,2000,5,1.0,53908a9620f70186a0da47e553e9a5afb7602d9702ed9bf3
53908a9620f70186a0da47dc,"dont be lazy, be consistent postgresr, a new way to implement database replication","bettina kemme, gustavo alonso",vldb 00 proceedings of the 26th international conference on very large data bases,2000,5,53e9bbfbb7602d970485a317,"dont be lazy, be consistent postgresr, a new way to implement database replication","bettina kemme, gustavo alonso",vldb,2000,5,1.0,53908a9620f70186a0da47dc53e9bbfbb7602d970485a317
53908a9620f70186a0da47eb,telcordias database reconciliation and data quality analysis tool,"francesco caruso, munir cochinwala, uma ganapathy, gail lalk, paolo missier",vldb 00 proceedings of the 26th international conference on very large data bases,2000,5,53e9b65bb7602d97041bb03f,telcordias database reconciliation and data quality analysis tool,"francesco caruso, munir cochinwala, uma ganapathy, gail lalk, paolo missier",vldb,2000,5,1.0,53908a9620f70186a0da47eb53e9b65bb7602d97041bb03f
53908a9620f70186a0da47ea,rainbow distributed database system for classroom education and experimental research,"abdelsalam helal, hua li",vldb 00 proceedings of the 26th international conference on very large data bases,2000,5,53e99960b7602d97021a2437,rainbow distributed database system for classroom education and experimental research,"abdelsalam helal, hua li",vldb,2000,5,1.0,53908a9620f70186a0da47ea53e99960b7602d97021a2437
53908a9620f70186a0da47e9,hierarchical compact cube for rangemax queries,"sin yeung lee, tok wang ling, huagang li",vldb 00 proceedings of the 26th international conference on very large data bases,2000,5,53e9b181b7602d9703c0b40a,hierarchical compact cube for rangemax queries,"sin yeung lee, tok wang ling, huagang li",vldb,2000,5,1.0,53908a9620f70186a0da47e953e9b181b7602d9703c0b40a
53908a9620f70186a0da47e8,panel is generic metadata management feasible,"philip a bernstein, laura m haas, matthias jarke, erhard rahm, gio wiederhold",vldb 00 proceedings of the 26th international conference on very large data bases,2000,5,53e9a058b7602d970293c070,panel is generic metadata management feasible,"philip a bernstein, laura m haas, matthias jarke, erhard rahm, gio wiederhold",vldb,2000,5,1.0,53908a9620f70186a0da47e853e9a058b7602d970293c070
53908a9620f70186a0da47e3,xperanto middleware for publishing objectrelational data as xml documents,"michael j carey, jerry kiernan, jayavel shanmugasundaram, eugene j shekita, subbu n subramanian",vldb 00 proceedings of the 26th international conference on very large data bases,2000,5,53e9a0dfb7602d97029cc607,xperanto middleware for publishing objectrelational data as xml documents,"michael j carey, jerry kiernan, jayavel shanmugasundaram, eugene j shekita, subbu n subramanian",vldb,2000,5,1.0,53908a9620f70186a0da47e353e9a0dfb7602d97029cc607
53908a9620f70186a0da47d9,local dimensionality reduction a new approach to indexing high dimensional spaces,"kaushik chakrabarti, sharad mehrotra",vldb 00 proceedings of the 26th international conference on very large data bases,2000,5,53e9b289b7602d9703d2f078,local dimensionality reduction a new approach to indexing high dimensional spaces,"kaushik chakrabarti, sharad mehrotra",vldb,2000,5,1.0,53908a9620f70186a0da47d953e9b289b7602d9703d2f078
53908a9620f70186a0da47ee,approximating aggregate queries about web pages via random walks,"ziv baryossef, alexander berg, steve chien, jittat fakcharoenphol, dror weitz",vldb 00 proceedings of the 26th international conference on very large data bases,2000,5,53e998c0b7602d97020fb370,approximating aggregate queries about web pages via random walks,"ziv baryossef, alexander c berg, steve chien, jittat fakcharoenphol, dror weitz",vldb,2000,5,1.0,53908a9620f70186a0da47ee53e998c0b7602d97020fb370
53908a9620f70186a0da47cf,the treescape system reuse of precomputed aggregates over irregular olap hierarchies,"torben bach pedersen, christian s jensen, curtis e dyreson",vldb 00 proceedings of the 26th international conference on very large data bases,2000,5,53e9a3d4b7602d9702ceacd0,the treescape system reuse of precomputed aggregates over irregular olap hierarchies,"torben bach pedersen, christian s jensen, curtis e dyreson",vldb,2000,5,1.0,53908a9620f70186a0da47cf53e9a3d4b7602d9702ceacd0
53908a9620f70186a0da47e4,the 3w model and algebra for unified data mining,"theodore johnson, laks v s lakshmanan, raymond t ng",vldb 00 proceedings of the 26th international conference on very large data bases,2000,5,53e9a0e6b7602d97029d2721,the 3w model and algebra for unified data mining,"theodore johnson, laks v s lakshmanan, raymond t ng",vldb,2000,5,1.0,53908a9620f70186a0da47e453e9a0e6b7602d97029d2721
53908a9620f70186a0da47ef,optimizing queries on compressed bitmaps,"sihem ameryahia, theodore johnson",vldb 00 proceedings of the 26th international conference on very large data bases,2000,5,53e9aedeb7602d970390bad3,optimizing queries on compressed bitmaps,"sihem ameryahia, theodore johnson",vldb,2000,5,1.0,53908a9620f70186a0da47ef53e9aedeb7602d970390bad3
53908a9620f70186a0da47cc,push technology personalization through event correlation,"asaf adi, david botzer, opher etzion, tali yatzkarhaham",vldb 00 proceedings of the 26th international conference on very large data bases,2000,5,53e99d28b7602d97025db000,push technology personalization through event correlation,"asaf adi, david botzer, opher etzion, tali yatzkarhaham",vldb,2000,5,1.0,53908a9620f70186a0da47cc53e99d28b7602d97025db000
53908a9620f70186a0da47f2,offering a precisionperformance tradeoff for aggregation queries over replicated data,"chris olston, jennifer widom",vldb 00 proceedings of the 26th international conference on very large data bases,2000,5,53e9b4a1b7602d9703fadfb7,offering a precisionperformance tradeoff for aggregation queries over replicated data,"chris olston, jennifer widom",vldb,2000,5,1.0,53908a9620f70186a0da47f253e9b4a1b7602d9703fadfb7
53908a9620f70186a0da47c9,integration of data mining with database technology,"amir netz, surajit chaudhuri, jeff bernhardt, usama m fayyad",vldb 00 proceedings of the 26th international conference on very large data bases,2000,5,53e9aed8b7602d9703903d98,integration of data mining with database technology,"amir netz, surajit chaudhuri, jeff bernhardt, usama m fayyad",vldb,2000,5,1.0,53908a9620f70186a0da47c953e9aed8b7602d9703903d98
53908a9620f70186a0da47ce,efficient filtering of xml documents for selective dissemination of information,"mehmet altinel, michael j franklin",vldb 00 proceedings of the 26th international conference on very large data bases,2000,5,53e9a351b7602d9702c5e241,efficient filtering of xml documents for selective dissemination of information,"mehmet altinel, michael j franklin",vldb,2000,5,1.0,53908a9620f70186a0da47ce53e9a351b7602d9702c5e241
53908a9620f70186a0da47f0,optimizing multifeature queries for image databases,"ulrich güntzer, wolftilo balke, werner kießling",vldb 00 proceedings of the 26th international conference on very large data bases,2000,5,53e998a3b7602d97020dc3bf,optimizing multifeature queries for image databases,"ulrich güntzer, wolftilo balke, werner kießling",vldb,2000,5,1.0,53908a9620f70186a0da47f053e998a3b7602d97020dc3bf
53908a9620f70186a0da4873,"social, educational, and governmental change enabled through information technology","krithi ramamritham, yeha el atfi, carlo batini, michael eitan, valerie gregg, d b phatak",vldb 00 proceedings of the 26th international conference on very large data bases,2000,5,53e9b54fb7602d9704085322,"social, educational, and governmental change enabled through information technology","krithi ramamritham, yeha el atfi, carlo batini, michael eitan, valerie gregg, d b phatak",vldb,2000,5,1.0,53908a9620f70186a0da487353e9b54fb7602d9704085322
53908a9620f70186a0da4874,design and implementation of a geneticbased algorithm for data mining,sunil choenni,vldb 00 proceedings of the 26th international conference on very large data bases,2000,5,53e9a7cfb7602d9703110ef4,design and implementation of a geneticbased algorithm for data mining,sunil choenni,vldb,2000,5,1.0,53908a9620f70186a0da487453e9a7cfb7602d9703110ef4
53908a9620f70186a0da4878,epiphany epicenter technology overview,sridhar ramaswamy,vldb 00 proceedings of the 26th international conference on very large data bases,2000,5,53e9a86fb7602d97031ba896,epiphany epicenter technology overview,sridhar ramaswamy,vldb,2000,5,1.0,53908a9620f70186a0da487853e9a86fb7602d97031ba896
53908a9620f70186a0da4870,oracle8i indexorganized table and its application to new domains,"jagannathan srinivasan, souripriya das, chuck freiwald, eugene inseok chong, mahesh jagannath, aravind yalamanchi, ramkumar krishnan, anhtuan tran, samuel defazio, jayanta banerjee",vldb 00 proceedings of the 26th international conference on very large data bases,2000,5,53e99a2bb7602d97022870b8,oracle8i indexorganized table and its application to new domains,"jagannathan srinivasan, souripriya das, chuck freiwald, eugene inseok chong, mahesh jagannath, aravind yalamanchi, ramkumar krishnan, anhtuan tran, samuel defazio, jayanta banerjee",vldb,2000,5,1.0,53908a9620f70186a0da487053e99a2bb7602d97022870b8
