paper ID_df1,paper title_df1,author names_df1,publication venue_df1,year of publication_df1,Unnamed: 5_df1,paper ID_df2,paper title_df2,author names_df2,publication venue_df2,year of publication_df2,Unnamed: 5_df2,jaccard_similarity,ID
53908b2a20f70186a0db9750,Building and Customizing Data-Intensive Web Sites Using Weave,"Khaled Yagoub, Daniela Florescu, Valérie Issarny, Patrick Valduriez",VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,,53e9a2b2b7602d9702bbaadb,Building and Customizing Data-Intensive Web Sites Using Weave.,"Khaled Yagoub, Daniela Florescu, Valérie Issarny, Patrick Valduriez",VLDB,2000,,0.7777777777777778,53908b2a20f70186a0db975053e9a2b2b7602d9702bbaadbBuilding and Customizing Data-Intensive Web Sites Using WeaveBuilding and Customizing Data-Intensive Web Sites Using Weave.
53908b2a20f70186a0db9749,Experiences in Federated Databases: From IRO-DB to MIRO-Web,"Peter Fankhauser, Georges Gardarin, M. Lopez, J. Muñoz, Anthony Tomasic",VLDB '98 Proceedings of the 24rd International Conference on Very Large Data Bases,1998,,53e99d96b7602d9702651121,Experiences in Federated Databases: From IRO-DB to MIRO-Web.,"Peter Fankhauser, Georges Gardarin, M. Lopez, J. Muñoz, Anthony Tomasic",VLDB,1998,,0.7777777777777778,53908b2a20f70186a0db974953e99d96b7602d9702651121Experiences in Federated Databases: From IRO-DB to MIRO-WebExperiences in Federated Databases: From IRO-DB to MIRO-Web.
53908b2a20f70186a0db9746,Resource Scheduling in Enhanced Pay-Per-View Continuous Media Databases,"Minos N. Garofalakis, Banu Özden, Abraham Silberschatz",VLDB '97 Proceedings of the 23rd International Conference on Very Large Data Bases,1997,,53e99ca8b7602d970255a8b4,Resource Scheduling in Enhanced Pay-Per-View Continuous Media Databases.,"Minos N. Garofalakis, Banu Özden, Abraham Silberschatz",VLDB,1997,,0.7777777777777778,53908b2a20f70186a0db974653e99ca8b7602d970255a8b4Resource Scheduling in Enhanced Pay-Per-View Continuous Media DatabasesResource Scheduling in Enhanced Pay-Per-View Continuous Media Databases.
53908b2a20f70186a0db974f,Memex: A Browsing Assistant for Collaborative Archiving and Mining of Surf Trails,"Soumen Chakrabarti, Sandeep Srivastava, Mallela Subramanyam, Mitul Tiwari",VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,,53e99eb4b7602d970277c41d,Memex: A Browsing Assistant for Collaborative Archiving and Mining of Surf Trails.,"Soumen Chakrabarti, Sandeep Srivastava, Mallela Subramanyam, Mitul Tiwari",VLDB,2000,,0.8461538461538461,53908b2a20f70186a0db974f53e99eb4b7602d970277c41dMemex: A Browsing Assistant for Collaborative Archiving and Mining of Surf TrailsMemex: A Browsing Assistant for Collaborative Archiving and Mining of Surf Trails.
53908b2a20f70186a0db9742,NeuroRule: A Connectionist Approach to Data Mining,"Hongjun Lu, Rudy Setiono, Huan Liu",VLDB '95 Proceedings of the 21th International Conference on Very Large Data Bases,1995,,53e9a042b7602d9702926ac7,NeuroRule: A Connectionist Approach to Data Mining.,"Hongjun Lu, Rudy Setiono, Huan Liu",VLDB,1995,,0.75,53908b2a20f70186a0db974253e9a042b7602d9702926ac7NeuroRule: A Connectionist Approach to Data MiningNeuroRule: A Connectionist Approach to Data Mining.
53908b2a20f70186a0db9747,STING: A Statistical Information Grid Approach to Spatial Data Mining,"Wei Wang, Jiong Yang, Richard R. Muntz",VLDB '97 Proceedings of the 23rd International Conference on Very Large Data Bases,1997,,53e9b51bb7602d970404e08b,STING: A Statistical Information Grid Approach to Spatial Data Mining.,"Wei Wang 0010, Jiong Yang, Richard R. Muntz",VLDB,1997,,0.8181818181818182,53908b2a20f70186a0db974753e9b51bb7602d970404e08bSTING: A Statistical Information Grid Approach to Spatial Data MiningSTING: A Statistical Information Grid Approach to Spatial Data Mining.
53908b4920f70186a0dbab14,Tree pattern query minimization,"S. Amer-Yahia, S. Cho, L. V. S. Lakshmanan, D. Srivastava",The VLDB Journal — The International Journal on Very Large Data Bases,2002,,53e99ae7b7602d97023704f9,Tree pattern query minimization.,"Sihem Amer-Yahia, SungRan Cho, Laks V. S. Lakshmanan, Divesh Srivastava",VLDB J.,2002,,0.6,53908b4920f70186a0dbab1453e99ae7b7602d97023704f9Tree pattern query minimizationTree pattern query minimization.
53908b4920f70186a0dbab13,Anatomy of a native XML base management system,"T. Fiebig, S. Helmer, C.-C. Kanne, G. Moerkotte, J. Neumann, R. Schiele, T. Westmann",The VLDB Journal — The International Journal on Very Large Data Bases,2002,,53e9a6fdb7602d9703033ff0,Anatomy of a native XML base management system.,"Thorsten Fiebig, Sven Helmer, Carl-Christian Kanne, Guido Moerkotte, Julia Neumann, Robert Schiele, Till Westmann",VLDB J.,2002,,0.7777777777777778,53908b4920f70186a0dbab1353e9a6fdb7602d9703033ff0Anatomy of a native XML base management systemAnatomy of a native XML base management system.
53908b4920f70186a0dbab17,An XML query engine for network-bound data,"Zachary G. Ives, A. Y. Halevy, D. S. Weld",The VLDB Journal — The International Journal on Very Large Data Bases,2002,,53e9abf7b7602d97035b8ed4,An XML query engine for network-bound data.,"Zachary G. Ives, Alon Y. Halevy, Daniel S. Weld",VLDB J.,2002,,0.75,53908b4920f70186a0dbab1753e9abf7b7602d97035b8ed4An XML query engine for network-bound dataAn XML query engine for network-bound data.
53908b4920f70186a0dbab12,TIMBER: A native XML database,"H. V. Jagadish, S. Al-Khalifa, A. Chapman, L. V. S. Lakshmanan, A. Nierman, S. Paparizos, J. M. Patel, D. Srivastava, N. Wiwatwattana, Y. Wu, C. Yu",The VLDB Journal — The International Journal on Very Large Data Bases,2002,,53e9b58eb7602d97040d3ec2,TIMBER: A native XML database.,"H. V. Jagadish, Shurug Al-Khalifa, Adriane Chapman, Laks V. S. Lakshmanan, Andrew Nierman, Stelios Paparizos, Jignesh M. Patel, Divesh Srivastava, Nuwee Wiwatwattana, Yuqing Wu, Cong Yu",VLDB J.,2002,,0.6666666666666666,53908b4920f70186a0dbab1253e9b58eb7602d97040d3ec2TIMBER: A native XML databaseTIMBER: A native XML database.
53908b4920f70186a0dbab15,Efficient schemes for managing multiversionXML documents,"S.-Y. Chien, V. J. Tsotras, C. Zaniolo",The VLDB Journal — The International Journal on Very Large Data Bases,2002,,53e99f03b7602d97027d355c,Efficient schemes for managing multiversionXML documents.,"Shu-Yao Chien, Vassilis J. Tsotras, Carlo Zaniolo",VLDB J.,2002,,0.7142857142857143,53908b4920f70186a0dbab1553e99f03b7602d97027d355cEfficient schemes for managing multiversionXML documentsEfficient schemes for managing multiversionXML documents.
53908b4920f70186a0dbabbb,Context-based prefetch – an optimization for implementing objects on relations,"Philip A. Bernstein, Shankar Pal, David Shutt",The VLDB Journal — The International Journal on Very Large Data Bases,2000,,53e9a162b7602d9702a523a9,Context-based prefetch - an optimization for implementing objects on relations.,"Philip A. Bernstein, Shankar Pal, David Shutt",VLDB J.,2000,,0.6666666666666666,53908b4920f70186a0dbabbb53e9a162b7602d9702a523a9Context-based prefetch – an optimization for implementing objects on relationsContext-based prefetch - an optimization for implementing objects on relations.
53908b4920f70186a0dbabc4,A graph-theoretic model for optimizing queries involving methods,"Chiang Lee, Chi-Sheng Shih, Yaw-Huei Chen",The VLDB Journal — The International Journal on Very Large Data Bases,2001,,53e9bd46b7602d97049d67ae,A graph-theoretic model for optimizing queries involving methods.,"Chiang Lee, Chi-Sheng Shih, Yaw-Huei Chen",VLDB J.,2001,,0.7777777777777778,53908b4920f70186a0dbabc453e9bd46b7602d97049d67aeA graph-theoretic model for optimizing queries involving methodsA graph-theoretic model for optimizing queries involving methods.
53908b4920f70186a0dbabc3,Supporting efficient multimedia database exploration,"Wen-Syan Li, K.Sel&#231/uk Candan, Kyoji Hirata, Yoshinori Hara",The VLDB Journal — The International Journal on Very Large Data Bases,2001,,53e9b4c4b7602d9703fe20a1,Supporting efficient multimedia database exploration.,"Wen-Syan Li, K. Selçuk Candan, Kyoji Hirata, Yoshinori Hara",VLDB J.,2001,,0.6666666666666666,53908b4920f70186a0dbabc353e9b4c4b7602d9703fe20a1Supporting efficient multimedia database explorationSupporting efficient multimedia database exploration.
53908b4920f70186a0dbabc5,Indexing very high-dimensional sparse and quasi-sparse vectors for similarity searches,"Changzhou Wang, X. Sean Wang",The VLDB Journal — The International Journal on Very Large Data Bases,2001,,53e99f77b7602d970284badf,Indexing very high-dimensional sparse and quasi-sparse vectors for similarity searches.,"Changzhou Wang, Xiaoyang Sean Wang",VLDB J.,2001,,0.8181818181818182,53908b4920f70186a0dbabc553e99f77b7602d970284badfIndexing very high-dimensional sparse and quasi-sparse vectors for similarity searchesIndexing very high-dimensional sparse and quasi-sparse vectors for similarity searches.
53908b4920f70186a0dbabc2,HMAP– A temporal data model managing intervals with different granularities and indeterminacy from natural language sentences,"Carlo Combi, Giuseppe Pozzi",The VLDB Journal — The International Journal on Very Large Data Bases,2001,,53e99beab7602d9702493ce9,HMAP - A temporal data model managing intervals with different granularities and indeterminacy from natural language sentences.,"Carlo Combi, Giuseppe Pozzi",VLDB J.,2001,,0.7368421052631579,53908b4920f70186a0dbabc253e99beab7602d9702493ce9HMAP– A temporal data model managing intervals with different granularities and indeterminacy from natural language sentencesHMAP - A temporal data model managing intervals with different granularities and indeterminacy from natural language sentences.
53908b4920f70186a0dbabc1,Combining multi-visual features for efficient indexing in a large image database,"Anne H. H. Ngu, Quan Z. Sheng, Du Q. Huynh, Ron Lei",The VLDB Journal — The International Journal on Very Large Data Bases,2001,,53e9bad7b7602d9704705e73,Combining multi-visual features for efficient indexing in a large image database.,"Anne H. H. Ngu, Quan Z. Sheng, Du Q. Huynh, Ron Lei",VLDB J.,2001,,0.8333333333333334,53908b4920f70186a0dbabc153e9bad7b7602d9704705e73Combining multi-visual features for efficient indexing in a large image databaseCombining multi-visual features for efficient indexing in a large image database.
53908b4920f70186a0dbabbc,Exploiting early sorting and early partitioning for decision support query processing,"J. Claussen, A. Kemper, D. Kossmann, C. Wiesner",The VLDB Journal — The International Journal on Very Large Data Bases,2000,,53e9987db7602d97020b3cd0,Exploiting early sorting and early partitioning for decisionsupport query processing.,"Jens Claußen, Alfons Kemper, Donald Kossmann, Christian Wiesner",VLDB J.,2000,,0.5833333333333334,53908b4920f70186a0dbabbc53e9987db7602d97020b3cd0Exploiting early sorting and early partitioning for decision support query processingExploiting early sorting and early partitioning for decisionsupport query processing.
53908b4920f70186a0dbabbe,Optimizing database architecture for the new bottleneck: memory access,"Stefan Manegold, Peter A. Boncz, Martin L. Kersten",The VLDB Journal — The International Journal on Very Large Data Bases,2000,,53e9a6cab7602d9702ffb380,Optimizing database architecture for the new bottleneck: memory access.,"Stefan Manegold, Peter A. Boncz, Martin L. Kersten",VLDB J.,2000,,0.8,53908b4920f70186a0dbabbe53e9a6cab7602d9702ffb380Optimizing database architecture for the new bottleneck: memory accessOptimizing database architecture for the new bottleneck: memory access.
53908b4920f70186a0dbabc0,Progressive evaluation of nested aggregate queries,"Kian-Lee Tan, Cheng Hian Goh, Beng Chin Ooi",The VLDB Journal — The International Journal on Very Large Data Bases,2000,,53e9a45cb7602d9702d7891f,Progressive evaluation of nested aggregate queries.,"Kian-Lee Tan, Cheng Hian Goh, Beng Chin Ooi",VLDB J.,2000,,0.7142857142857143,53908b4920f70186a0dbabc053e9a45cb7602d9702d7891fProgressive evaluation of nested aggregate queriesProgressive evaluation of nested aggregate queries.
53908b4920f70186a0dbabbd,One-dimensional and multi-dimensional substring selectivity estimation,"H. V. Jagadish, Olga Kapitskaia, Raymond T. Ng, Divesh Srivastava",The VLDB Journal — The International Journal on Very Large Data Bases,2000,,53e9b1a9b7602d9703c32788,One-dimensional and multi-dimensional substring selectivity estimation.,"H. V. Jagadish, Olga Kapitskaia, Raymond T. Ng, Divesh Srivastava",VLDB J.,2000,,0.7142857142857143,53908b4920f70186a0dbabbd53e9b1a9b7602d9703c32788One-dimensional and multi-dimensional substring selectivity estimationOne-dimensional and multi-dimensional substring selectivity estimation.
53908b4920f70186a0dbacb5,Query processing and optimization in Oracle Rdb,"Gennady Antoshenkov, Mohamed Ziauddin",The VLDB Journal — The International Journal on Very Large Data Bases,1996,,53e9bac9b7602d97046f89a3,Query Processing and Optimization in Oracle Rdb,"Gennady Antoshenkov, Mohamed Ziauddin",VLDB J.,1996,,0.5555555555555556,53908b4920f70186a0dbacb553e9bac9b7602d97046f89a3Query processing and optimization in Oracle RdbQuery Processing and Optimization in Oracle Rdb
53908b4920f70186a0dbb07e,Indexing of now-relative spatio-bitemporal data,"Simonas &#352/altenis, Christian S. Jensen",The VLDB Journal — The International Journal on Very Large Data Bases,2002,,53e9a84eb7602d9703197254,Indexing of now-relative spatio-bitemporal data.,"Simonas Saltenis, Christian S. Jensen",VLDB J.,2002,,0.6666666666666666,53908b4920f70186a0dbb07e53e9a84eb7602d9703197254Indexing of now-relative spatio-bitemporal dataIndexing of now-relative spatio-bitemporal data.
53908b4920f70186a0dbb082,An authorization system for digital libraries,"E. Ferrari, N.R. Adam, V. Atluri, E. Bertino, U. Capuozzo",The VLDB Journal — The International Journal on Very Large Data Bases,2002,,53e9a2bab7602d9702bc3434,An authorization system for digital libraries.,"Elena Ferrari, Nabil R. Adam, Vijayalakshmi Atluri, Elisa Bertino, Ugo Capuozzo",VLDB J.,2002,,0.7142857142857143,53908b4920f70186a0dbb08253e9a2bab7602d9702bc3434An authorization system for digital librariesAn authorization system for digital libraries.
53908b4920f70186a0dbb081,Locating and accessing data repositories with WebSemantics,"George A. Mihaila, Louiqa Raschid, Anthony Tomasic",The VLDB Journal — The International Journal on Very Large Data Bases,2002,,53e9ad9eb7602d970379a5e1,Locating and accessing data repositories with WebSemantics.,"George A. Mihaila, Louiqa Raschid, Anthony Tomasic",VLDB J.,2002,,0.75,53908b4920f70186a0dbb08153e9ad9eb7602d970379a5e1Locating and accessing data repositories with WebSemanticsLocating and accessing data repositories with WebSemantics.
53908b4920f70186a0dbb083,Query processing techniques for arrays,"Arunprasad P. Marathe, Kenneth Salem",The VLDB Journal — The International Journal on Very Large Data Bases,2002,,53e9ad04b7602d97036e13e5,Query processing techniques for arrays.,"Arunprasad P. Marathe, Kenneth Salem",VLDB J.,2002,,0.6666666666666666,53908b4920f70186a0dbb08353e9ad04b7602d97036e13e5Query processing techniques for arraysQuery processing techniques for arrays.
53908b4920f70186a0dbb080,Searching in metric spaces by spatial approximation,Gonzalo Navarro,The VLDB Journal — The International Journal on Very Large Data Bases,2002,,53e9be72b7602d9704b3495b,Searching in metric spaces by spatial approximation.,Gonzalo Navarro,VLDB J.,2002,,0.75,53908b4920f70186a0dbb08053e9be72b7602d9704b3495bSearching in metric spaces by spatial approximationSearching in metric spaces by spatial approximation.
53908b4920f70186a0dbb09b,Spatial indexing of high-dimensional data based on relative approximation,"Yasushi Sakurai, Masatoshi Yoshikawa, Shunsuke Uemura, Haruhiko Kojima",The VLDB Journal — The International Journal on Very Large Data Bases,2002,,53e99c3db7602d97024ede38,Spatial indexing of high-dimensional data based on relative approximation.,"Yasushi Sakurai, Masatoshi Yoshikawa, Shunsuke Uemura, Haruhiko Kojima",VLDB J.,2002,,0.8,53908b4920f70186a0dbb09b53e99c3db7602d97024ede38Spatial indexing of high-dimensional data based on relative approximationSpatial indexing of high-dimensional data based on relative approximation.
53908b4920f70186a0dbb0a1,Integrating and customizing heterogeneous e-commerce applications,"Anat Eyal, Tova Milo",The VLDB Journal — The International Journal on Very Large Data Bases,2001,,53e9a2b9b7602d9702bc02dc,Integrating and customizing heterogeneous e-commerce applications.,"Anat Eyal, Tova Milo",VLDB J.,2001,,0.7142857142857143,53908b4920f70186a0dbb0a153e9a2b9b7602d9702bc02dcIntegrating and customizing heterogeneous e-commerce applicationsIntegrating and customizing heterogeneous e-commerce applications.
53908b4920f70186a0dbb0a0,Designing wrapper components for e-services in integrating heterogeneous systems,"Massimo Mecella, Barbara Pernici",The VLDB Journal — The International Journal on Very Large Data Bases,2001,,53e9b693b7602d9704203824,Designing wrapper components for e-services in integrating heterogeneous systems.,"Massimo Mecella, Barbara Pernici",VLDB J.,2001,,0.8,53908b4920f70186a0dbb0a053e9b693b7602d9704203824Designing wrapper components for e-services in integrating heterogeneous systemsDesigning wrapper components for e-services in integrating heterogeneous systems.
53908b4920f70186a0dbb0a5,XML-enabled workflow management for e-services across heterogeneous platforms,"German Shegalov, Michael Gillmann, Gerhard Weikum",The VLDB Journal — The International Journal on Very Large Data Bases,2001,,53e9aa09b7602d970337634a,XML-enabled workflow management for e-services across heterogeneous platforms.,"German Shegalov, Michael Gillmann, Gerhard Weikum",VLDB J.,2001,,0.7777777777777778,53908b4920f70186a0dbb0a553e9aa09b7602d970337634aXML-enabled workflow management for e-services across heterogeneous platformsXML-enabled workflow management for e-services across heterogeneous platforms.
53908b4920f70186a0dbb09e,A template model for multidimensional inter-transactional association rules,"Ling Feng, Jeffrey Xu Yu, Hongjun Lu, Jiawei Han",The VLDB Journal — The International Journal on Very Large Data Bases,2002,,53e9a6edb7602d9703026291,A template model for multidimensional inter-transactional association rules.,"Ling Feng, Jeffrey Xu Yu, Hongjun Lu, Jiawei Han",VLDB J.,2002,,0.7777777777777778,53908b4920f70186a0dbb09e53e9a6edb7602d9703026291A template model for multidimensional inter-transactional association rulesA template model for multidimensional inter-transactional association rules.
53908b4920f70186a0dbb0a7,PicoDBMS: Scaling down database techniques for the smartcard,"Philippe Pucheral, Luc Bouganim, Patrick Valduriez, Christophe Bobineau",The VLDB Journal — The International Journal on Very Large Data Bases,2001,,53e9abdab7602d9703592e01,PicoDBMS: Scaling down database techniques for the smartcard.,"Philippe Pucheral, Luc Bouganim, Patrick Valduriez, Christophe Bobineau",VLDB J.,2001,,0.7777777777777778,53908b4920f70186a0dbb0a753e9abdab7602d9703592e01PicoDBMS: Scaling down database techniques for the smartcardPicoDBMS: Scaling down database techniques for the smartcard.
53908b4920f70186a0dbb0a6,An architecture to support scalable online personalization on the Web,"Anindya Datta, Kaushik Dutta, Debra VanderMeer, Krithi Ramamritham, Shamkant B. Navathe",The VLDB Journal — The International Journal on Very Large Data Bases,2001,,53e99f5cb7602d970282fbfe,An architecture to support scalable online personalization on the Web.,"Anindya Datta, Kaushik Dutta, Debra E. VanderMeer, Krithi Ramamritham, Shamkant B. Navathe",VLDB J.,2001,,0.8181818181818182,53908b4920f70186a0dbb0a653e99f5cb7602d970282fbfeAn architecture to support scalable online personalization on the WebAn architecture to support scalable online personalization on the Web.
53908b4920f70186a0dbb0a4,An Internet-based negotiation server for e-commerce,"Stanley Y.W. Su, Chunbo Huang, Joachim Hammer, Yihua Huang, Haifei Li, Liu Wang, Youzhong Liu, Charnyote Pluempitiwiriyawej, Minsoo Lee, Herman Lam",The VLDB Journal — The International Journal on Very Large Data Bases,2001,,53e9b213b7602d9703ca9149,An Internet-based negotiation server for e-commerce.,"Stanley Y. W. Su, Chunbo Huang, Joachim Hammer, Yihua Huang, Haifei Li, Liu Wang, Youzhong Liu, Charnyote Pluempitiwiriyawej, Minsoo Lee, Herman Lam",VLDB J.,2001,,0.7142857142857143,53908b4920f70186a0dbb0a453e9b213b7602d9703ca9149An Internet-based negotiation server for e-commerceAn Internet-based negotiation server for e-commerce.
53908b4920f70186a0dbb0a3,ObjectGlobe: Ubiquitous query processing on the Internet,"R. Braumandl, M. Keidl, A. Kemper, D. Kossmann, A. Kreutz, S. Seltzsam, K. Stocker",The VLDB Journal — The International Journal on Very Large Data Bases,2001,,53e9b86db7602d970443664e,ObjectGlobe: Ubiquitous query processing on the Internet.,"Reinhard Braumandl, Markus Keidl, Alfons Kemper, Donald Kossmann, Alexander Kreutz, Stefan Seltzsam, Konrad Stocker",VLDB J.,2001,,0.75,53908b4920f70186a0dbb0a353e9b86db7602d970443664eObjectGlobe: Ubiquitous query processing on the InternetObjectGlobe: Ubiquitous query processing on the Internet.
53908b4920f70186a0dbb07f,Efficient retrieval of similar shapes,"Davood Rafiei, Alberto O. Mendelzon",The VLDB Journal — The International Journal on Very Large Data Bases,2002,,53e9a863b7602d97031aec29,Efficient retrieval of similar shapes.,"Davood Rafiei, Alberto O. Mendelzon",VLDB J.,2002,,0.6666666666666666,53908b4920f70186a0dbb07f53e9a863b7602d97031aec29Efficient retrieval of similar shapesEfficient retrieval of similar shapes.
53908b4920f70186a0dbb0a9,Approximate query mapping: Accounting for translation closeness,"Kevin Chen-Chuan Chang, H&#233/ctor Garc&#237/a-Molina",The VLDB Journal — The International Journal on Very Large Data Bases,2001,,53e9b360b7602d9703e3e098,Approximate query mapping: Accounting for translation closeness.,"Kevin Chen-Chuan Chang, Hector Garcia-Molina",VLDB J.,2001,,0.75,53908b4920f70186a0dbb0a953e9b360b7602d9703e3e098Approximate query mapping: Accounting for translation closenessApproximate query mapping: Accounting for translation closeness.
53908b4920f70186a0dbb0b0,Global transaction support for workflow management systems: from formal specification to practical implementation,"Paul Grefen, Jochem Vonk, Peter Apers",The VLDB Journal — The International Journal on Very Large Data Bases,2001,,53e9a4ddb7602d9702e00ade,Global transaction support for workflow management systems: from formal specification to practical implementation.,"Paul W. P. J. Grefen, Jochem Vonk, Peter M. G. Apers",VLDB J.,2001,,0.8571428571428571,53908b4920f70186a0dbb0b053e9a4ddb7602d9702e00adeGlobal transaction support for workflow management systems: from formal specification to practical implementationGlobal transaction support for workflow management systems: from formal specification to practical implementation.
53908b4920f70186a0dbb0af,Monotonic complements for independent data warehouses,"D. Laurent, J. Lechtenb&#246/rger, N. Spyratos, G. Vossen",The VLDB Journal — The International Journal on Very Large Data Bases,2001,,53e9a487b7602d9702da4e51,Monotonic complements for independent data warehouses.,"Dominique Laurent, Jens Lechtenbörger, Nicolas Spyratos, Gottfried Vossen",VLDB J.,2001,,0.7142857142857143,53908b4920f70186a0dbb0af53e9a487b7602d9702da4e51Monotonic complements for independent data warehousesMonotonic complements for independent data warehouses.
53908b4920f70186a0dbb0ad,Semantic integrity support in SQL:1999 and commercial (object-)relational database management systems,"Can T&#252/rker, Michael Gertz",The VLDB Journal — The International Journal on Very Large Data Bases,2001,,53e99cbcb7602d970256f933,Semantic integrity support in SQL: 1999 and commercial (object-)relational database management systems.,"Can Türker, Michael Gertz",VLDB J.,2001,,0.6428571428571429,53908b4920f70186a0dbb0ad53e99cbcb7602d970256f933Semantic integrity support in SQL:1999 and commercial (object-)relational database management systemsSemantic integrity support in SQL: 1999 and commercial (object-)relational database management systems.
53908b4920f70186a0dbb0aa,MiniCon: A scalable algorithm for answering queries using views,"Rachel Pottinger, Alon Halevy",The VLDB Journal — The International Journal on Very Large Data Bases,2001,,53e9b746b7602d97042df7fb,MiniCon: A scalable algorithm for answering queries using views.,"Rachel Pottinger, Alon Y. Halevy",VLDB J.,2001,,0.8,53908b4920f70186a0dbb0aa53e9b746b7602d97042df7fbMiniCon: A scalable algorithm for answering queries using viewsMiniCon: A scalable algorithm for answering queries using views.
53908b4920f70186a0dbb0b1,A survey of approaches to automatic schema matching,"Erhard Rahm, Philip A. Bernstein",The VLDB Journal — The International Journal on Very Large Data Bases,2001,,53e9a609b7602d9702f35f7e,A survey of approaches to automatic schema matching.,"Erhard Rahm, Philip A. Bernstein",VLDB J.,2001,,0.7777777777777778,53908b4920f70186a0dbb0b153e9a609b7602d9702f35f7eA survey of approaches to automatic schema matchingA survey of approaches to automatic schema matching.
53908b4920f70186a0dbb0a2,Active rules for XML: A new paradigm for E-services,"Angela Bonifati, Stefano Ceri, Stefano Paraboschi",The VLDB Journal — The International Journal on Very Large Data Bases,2001,,53e9af61b7602d97039a3042,Active rules for XML: A new paradigm for E-services.,"Angela Bonifati, Stefano Ceri, Stefano Paraboschi",VLDB J.,2001,,0.7777777777777778,53908b4920f70186a0dbb0a253e9af61b7602d97039a3042Active rules for XML: A new paradigm for E-servicesActive rules for XML: A new paradigm for E-services.
53908b4920f70186a0dbb09c,Speeding up construction of PMR quadtree-based spatial indexes,"Gisli R. Hjaltason, Hanan Samet",The VLDB Journal — The International Journal on Very Large Data Bases,2002,,53e9a4aab7602d9702dc73a5,Speeding up construction of PMR quadtree-based spatial indexes.,"Gísli R. Hjaltason, Hanan Samet",VLDB J.,2002,,0.7777777777777778,53908b4920f70186a0dbb09c53e9a4aab7602d9702dc73a5Speeding up construction of PMR quadtree-based spatial indexesSpeeding up construction of PMR quadtree-based spatial indexes.
53908b4920f70186a0dbb09d,Efficient similarity search for market basket data,"Alexandros Nanopoulos, Yannis Manolopoulos",The VLDB Journal — The International Journal on Very Large Data Bases,2002,,53e9b009b7602d9703a64b96,Efficient similarity search for market basket data.,"Alexandros Nanopoulos, Yannis Manolopoulos",VLDB J.,2002,,0.75,53908b4920f70186a0dbb09d53e9b009b7602d9703a64b96Efficient similarity search for market basket dataEfficient similarity search for market basket data.
53908b4920f70186a0dbb0ae,Answering queries using views: A survey,Alon Y. Halevy,The VLDB Journal — The International Journal on Very Large Data Bases,2001,,53e99931b7602d97021700d9,Answering queries using views: A survey.,Alon Y. Halevy,VLDB J.,2001,,0.7142857142857143,53908b4920f70186a0dbb0ae53e99931b7602d97021700d9Answering queries using views: A surveyAnswering queries using views: A survey.
53908b4920f70186a0dbc507,New partnership with ACM and update on the journal,M. Tamer Özsu,The VLDB Journal — The International Journal on Very Large Data Bases,2003,,53e99d8fb7602d970264e088,New partnership with ACM and update on the journal.,M. Tamer Özsu,VLDB J.,2003,,0.8,53908b4920f70186a0dbc50753e99d8fb7602d970264e088New partnership with ACM and update on the journalNew partnership with ACM and update on the journal.
53908b4920f70186a0dbc508,Complex relationships and knowledge discovery support in the InfoQuilt system,"A. Sheth, S. Thacker, S. Patel",The VLDB Journal — The International Journal on Very Large Data Bases,2003,,53e9b850b7602d97044146ac,Complex relationships and knowledge discovery support in the InfoQuilt system.,"Amit P. Sheth, Sanjeev Thacker, Shuchi Patel",VLDB J.,2003,,0.8181818181818182,53908b4920f70186a0dbc50853e9b850b7602d97044146acComplex relationships and knowledge discovery support in the InfoQuilt systemComplex relationships and knowledge discovery support in the InfoQuilt system.
53908b4920f70186a0dbc50b,Business-to-business interactions: issues and enabling technologies,"B. Medjahed, B. Benatallah, A. Bouguettaya, A. H. H. Ngu, A. K. Elmagarmid",The VLDB Journal — The International Journal on Very Large Data Bases,2003,,53e9be3cb7602d9704afa2b1,Business-to-business interactions: issues and enabling technologies.,"Brahim Medjahed, Boualem Benatallah, Athman Bouguettaya, Anne H. H. Ngu, Ahmed K. Elmagarmid",VLDB J.,2003,,0.7142857142857143,53908b4920f70186a0dbc50b53e9be3cb7602d9704afa2b1Business-to-business interactions: issues and enabling technologiesBusiness-to-business interactions: issues and enabling technologies.
53908b4920f70186a0dbc509,A Bayesian decision model for cost optimal record matching,"V. S. Verykios, G. V. Moustakides, M. G. Elfeky",The VLDB Journal — The International Journal on Very Large Data Bases,2003,,53e9b457b7602d9703f51c7f,A Bayesian decision model for cost optimal record matching.,"Vassilios S. Verykios, George V. Moustakides, Mohamed G. Elfeky",VLDB J.,2003,,0.8,53908b4920f70186a0dbc50953e9b457b7602d9703f51c7fA Bayesian decision model for cost optimal record matchingA Bayesian decision model for cost optimal record matching.
53908b4920f70186a0dbc918,Closing the key loophole in MLS databases,"Nenad Jukic, Svetlozar Nestorov, Susan Vrbsky",ACM SIGMOD Record,2003,,53e9a7eab7602d97031283f1,Closing the key loophole in MLS databases.,"Nenad Jukic, Svetlozar Nestorov, Susan V. Vrbsky",SIGMOD Record,2003,,0.75,53908b4920f70186a0dbc91853e9a7eab7602d97031283f1Closing the key loophole in MLS databasesClosing the key loophole in MLS databases.
