paper ID,paper title,author names,publication venue,year of publication,index
53e9b43db7602d9703f39c44,algebraic query optimisation for database programming languages,"alexandra poulovassilis, carol small",vldb j,1996,4052
53e9b4e9b7602d97040135c4,a taxonomy of correctness criteria in database applications,"krithi ramamritham, panos k chrysanthis",vldb j,1996,4053
53e9b010b7602d9703a68f1b,an experimental system for objectbased sharing in federated databases,"doug fang, shahram ghandeharizadeh",vldb j,1996,4054
53e99796b7602d9701f5cf1b,guest editorial,"vijay atluri, anupam joshi, yelena yesha",vldb j,2003,4055
53e9ab13b7602d9703499708,a complete temporal relational algebra,"debabrata dey, terence m barron, veda c storey",vldb j,1996,4056
53e9bbc8b7602d9704814149,finding hot query patterns over an xquery stream,"liang huai yang, mongli lee, wynne hsu",vldb j,2004,4057
53e9ad04b7602d97036e13e5,query processing techniques for arrays,"arunprasad p marathe, kenneth salem",vldb j,2002,4058
53e99832b7602d970205616b,parametric query optimization,"yannis e ioannidis, raymond t ng, kyuseok shim, timos k sellis",vldb j,1997,4059
53e9b8dab7602d97044bba1a,structured document storage and refined declarative and navigational access mechanisms in hyperstorm,"klemens böhm, karl aberer, erich j neuhold, xiaoya yang",vldb j,1997,4062
53e99d21b7602d97025d7605,alphasort a cachesensitive parallel external sort,"chris nyberg, tom barclay, zarka cvetanovic, jim gray, david b lomet",vldb j,1995,4065
53e99a52b7602d97022ba714,"adaptive, unsupervised stream mining","spiros papadimitriou, anthony brockwell, christos faloutsos",vldb j,2004,4067
53e9a16ab7602d9702a5cda1,"advanced data processing in krisys modeling concepts, implementation techniques, and clientserver issues","stefan deßloch, theo härder, nelson mendonça mattos, bernhard mitschang, joachim thomas",vldb j,1998,4069
53e9b58eb7602d97040d3ec2,timber a native xml database,"h v jagadish, shurug alkhalifa, adriane chapman, laks v s lakshmanan, andrew nierman, stelios paparizos, jignesh m patel, divesh srivastava, nuwee wiwatwattana, yuqing wu, cong yu",vldb j,2002,4072
53e9b5ceb7602d9704119167,index nesting  an efficient approach to indexing in objectoriented databases,"beng chin ooi, jiawei han, hongjun lu, kianlee tan",vldb j,1996,4073
53e9ae1cb7602d97038308cd,updating knowledge bases while maintaining their consistency,"ernest teniente, antoni olivé",vldb j,1995,4076
53e9acfeb7602d97036deb3f,learning to match ontologies on the semantic web,"anhai doan, jayant madhavan, robin dhamankar, pedro domingos, alon y halevy",vldb j,2003,4079
53e99d3eb7602d97025f5b71,learning response time for websources using query feedback and application in query optimization,"jeanrobert gruser, louiqa raschid, vladimir zadorozhny, tao zhan",vldb j,2000,4082
53e99b36b7602d97023d37b1,parallel multisource view maintenance,"xin zhang 0002, lingli ding, elke a rundensteiner",vldb j,2004,4086
53e9ab42b7602d97034d35ed,hyperfile a data and query model for documents,"chris clifton, hector garciamolina, david bloom",vldb j,1995,4087
53e99ebdb7602d9702783702,conditional selectivity for statistics on query expressions,"nicolas bruno, surajit chaudhuri",sigmod conference,2004,4088
53e9bcd9b7602d970495fadd,garlic a new flavor of federated query processing for db2,"vanja josifovski, peter m schwarz, laura m haas, eileen tien lin",sigmod conference,2002,4089
53e9a516b7602d9702e3b440,real business processing meets the web,james chong,sigmod conference,1998,4090
53e9b3c1b7602d9703eae2eb,socqet semantic olap with compressed cube and summarization,"laks v s lakshmanan, jian pei, yan zhao",sigmod conference,2003,4091
53e9b3a3b7602d9703e848ae,query by humming  in action with its technology revealed,"yunyue zhu, dennis shasha, xiaojian zhao",sigmod conference,2003,4092
53e9b03db7602d9703a9eb2f,pix exact and approximate phrase matching in xml,"sihem ameryahia, mary f fernández, divesh srivastava, yu xu",sigmod conference,2003,4093
53e9a4c0b7602d9702de2c4b,factorizing complex predicates in queries to exploit indexes,"surajit chaudhuri, prasanna ganesan, sunita sarawagi",sigmod conference,2003,4094
53e99dc5b7602d970268349c,composing xsl transformations with xml publishing views,"chengkai li, philip bohannon, henry f korth, p p s narayan",sigmod conference,2003,4095
53e9bd98b7602d9704a42252,mocha a database middleware system featuring automatic deployment of applicationspecific functionality,"manuel rodriguezmartinez, nick roussopoulos, john m mcgann, stephen kelley, vadim katz, zhexuan song, joseph jájá",sigmod conference,2000,4096
53e9b2aab7602d9703d536d8,"proceedings of the 2001 acm sigmod international conference on management of data, santa barbara, ca, usa, may 2124, 2001",,sigmod conference,2001,4097
53e9a238b7602d9702b3f840,clustering methods for large databases from the past to the future,"alexander hinneburg, daniel a keim",sigmod conference,1999,4098
53e9b1afb7602d9703c3a7c2,a texquerybased xml fulltext search engine,"chavdar botev, jayavel shanmugasundaram, sihem ameryahia",sigmod conference,2004,4099
53e99d80b7602d970263ad7d,approximate join processing over data streams,"abhinandan das, johannes gehrke, mirek riedewald",sigmod conference,2003,4100
53e9a885b7602d97031d50ef,index research forest or trees panel abstract,joseph m hellerstein,sigmod conference,2000,4101
53e99b6ab7602d970240f7ca,gigascope high performance network monitoring with an sql interface,"charles d cranor, yuan gao, theodore johnson, vladislav shkapenyuk, oliver spatscheck",sigmod conference,2002,4102
53e9b5ceb7602d9704116fc0,qctrees an efficient summary structure for semantic olap,"laks v s lakshmanan, jian pei, yan zhao",sigmod conference,2003,4103
53e9b693b7602d9704205c89,efficient and transparent application recovery in clientserver information systems,"david b lomet, gerhard weikum",sigmod conference,1998,4104
53e99c36b7602d97024e419a,imap discovering complex mappings between database schemas,"robin dhamankar, yoonkyong lee, anhai doan, alon y halevy, pedro domingos",sigmod conference,2004,4105
53e9a01fb7602d9702906577,things every update replication customer should know,rob golding,sigmod conference,1995,4106
53e9a5f6b7602d9702f215cf,"temporal coalescing with now, granularity, and incomplete information",curtis e dyreson,sigmod conference,2003,4107
53e9b8fcb7602d97044e1d6a,coordinating backuprecovery and data consistency between database and file systems,"suparna bhattacharya, c mohan, karen brannon, inderpal narang, huii hsiao, mahadevan subramanian",sigmod conference,2002,4108
53e9b6eeb7602d9704283ccd,design and implementation of advanced knowledge processing in the kdms krisys demonstration description,"joachim thomas, stefan deßloch, nelson mendonça mattos",sigmod conference,1995,4117
53e9afd3b7602d9703a263db,an open storage system for abstract objects,"stephen blott, lukas relly, hansjörg schek",sigmod conference,1996,4118
53e99808b7602d970201b0fa,cover your assets,michael a olson,sigmod conference,1995,4119
53e9b489b7602d9703f8fe3d,enabling sovereign information sharing using web services,"rakesh agrawal, dmitri asonov, ramakrishnan srikant",sigmod conference,2004,4120
53e99ffcb7602d97028e082c,capturing both types and constraints in data integration,"michael benedikt, chee yong chan, wenfei fan, juliana freire, rajeev rastogi",sigmod conference,2003,4121
53e99d74b7602d970262e581,dbsim a simulation tool for predicting database performance,"mike lefler, mark stokrp, craig wong",sigmod conference,1996,4122
53e9ab1ab7602d97034a1fae,query optimization in the presence of limited access patterns,"daniela florescu, alon y levy, ioana manolescu, dan suciu",sigmod conference,1999,4123
53e9a1fab7602d9702afc11c,semantic data cleansing in genome databases,heiko müller,vldb phd workshop,2003,4125
53e9bb43b7602d970477f997,dynamic pipeline scheduling for improving interactive query performance,"tolga urhan, michael j franklin",vldb,2001,4127
53e9abe5b7602d97035a3c5e,eager aggregation and lazy aggregation,"weipeng p yan, peråke larson",vldb,1995,4129
53e9bd04b7602d970498b9ee,cacheandquery for wide area sensor databases,"amol deshpande, suman nath, phillip b gibbons, srinivasan seshan",sigmod conference,2003,4133
53e9b1a9b7602d9703c32788,onedimensional and multidimensional substring selectivity estimation,"h v jagadish, olga kapitskaia, raymond t ng, divesh srivastava",vldb j,2000,4140
53e9bb7ab7602d97047bf957,visweb  the visual semantic web unifying human and machine knowledge representations with objectprocess methodology,dov dori,vldb j,2004,4141
53e99d8fb7602d970264e088,new partnership with acm and update on the journal,m tamer özsu,vldb j,2003,4142
53e9b457b7602d9703f51c7f,a bayesian decision model for cost optimal record matching,"vassilios s verykios, george v moustakides, mohamed g elfeky",vldb j,2003,4143
53e9a5d3b7602d9702efab65,quickstore a high performance mapped object store,"seth j white, david j dewitt",vldb j,1995,4144
53e9bc87b7602d97049042af,the software information base a server for reuse,"panos constantopoulos, matthias jarke, john mylopoulos, yannis vassiliou",vldb j,1995,4145
53e9a4ddb7602d9702e00ade,global transaction support for workflow management systems from formal specification to practical implementation,"paul w p j grefen, jochem vonk, peter m g apers",vldb j,2001,4146
53e99af7b7602d9702381823,usercognizant multidimensional analysis,sunita sarawagi,vldb j,2001,4147
53e9ac38b7602d97035fd51e,analysis of navigation behaviour in web sites integrating multiple information systems,"bettina berendt, myra spiliopoulou",vldb j,2000,4148
53e99d21b7602d97025d75ba,a configrable type hierarchy index for oodb,"thomas a mück, martin l polaschek",vldb j,1997,4149
53e9a216b7602d9702b1b54d,ordered shared locks for realtime databases,"divyakant agrawal, amr el abbadi, richard jeffers, lijing lin",vldb j,1995,4150
53e9a509b7602d9702e2d52c,computing complete answers to queries in the presence of limited access patterns,chen li,vldb j,2003,4151
53e99796b7602d9701f5cf1f,guest editorial,"amr el abbadi, gunter schlageter, kyuyoung whang",vldb j,2001,4153
53e9aa5cb7602d97033ce7e8,building knowledge base management systems,"john mylopoulos, vinay k chaudhri, dimitris plexousakis, adel shrufi, thodoros topaloglou",vldb j,1996,4154
53e9ab2bb7602d97034b43d0,multidimensional data modeling for locationbased services,"christian s jensen, augustas kligys, torben bach pedersen, igor timko",vldb j,2004,4155
53e9abc9b7602d970357fbd3,the impact of technology on commercial transaction processing,edward e cobb,vldb j,1997,4157
53e9bcadb7602d970492cdc4,optimal clip ordering for multiclip queries,"raymond t ng, paul shum",vldb j,1998,4158
53e9aaecb7602d970346b123,synchronization and recovery in a clientserver storage system,"euthimios panagos, alexandros biliris",vldb j,1997,4159
53e9987db7602d97020b3cd0,exploiting early sorting and early partitioning for decisionsupport query processing,"jens claußen, alfons kemper, donald kossmann, christian wiesner",vldb j,2000,4160
53e9a4b2b7602d9702dd2741,fast and accurate text classification via multiple linear discriminant projections pp,"soumen chakrabarti, shourya roy, mahesh v soundalgekar",vldb j,2003,4161
53e9b5edb7602d970413b9ac,a predicatebased caching scheme for clientserver database architectures,"arthur m keller, julie basu",vldb j,1996,4162
53e9abb2b7602d970355e027,delivering presentations from multimedia servers,"nevzat hurkan balkir, gultekin özsoyoglu",vldb j,1998,4164
53e9a0f3b7602d97029dccdb,querying highdimensional data in singledimensional space,"cui yu, stéphane bressan, beng chin ooi, kianlee tan",vldb j,2004,4165
53e99b6ab7602d9702410cb2,constant time permutation an efficient block allocation strategy for variablebitrate continuous media data,"yuehmin huang, jenwen ding, shiaoli tsao",vldb j,1999,4166
53e9bc00b7602d970485ce08,erratum a database model for object dynamics,"mike p papazoglou, bernd j krämer",vldb j,1997,4167
53e9abdab7602d97035936f4,analysis of locking behavior in three real database systems,"vigyan singhal, alan jay smith",vldb j,1997,4168
53e9b2bfb7602d9703d6a1aa,on applying hash filters to improving the execution of multijoin queries,"mingsyan chen, huii hsiao, philip s yu",vldb j,1997,4169
53e9a8f8b7602d97032459aa,data placement in sharednothing parallel database systems,"manish mehta 0002, david j dewitt",vldb j,1997,4170
53e9af33b7602d970396e7e2,poesia an ontological workflow approach for composing web services in agriculture,"renato fileto, ling liu, calton pu, eduardo delgado assad, claudia bauzer medeiros",vldb j,2003,4171
53e9b02fb7602d9703a8a898,operator scheduling in data stream systems,"brian babcock, shivnath babu, mayur datar, rajeev motwani, dilys thomas",vldb j,2004,4172
53e9b8a8b7602d9704480ef1,the power of languages for the manipulation of complex values,"serge abiteboul, catriel beeri",vldb j,1995,4173
53e9b9f5b7602d97045ef302,evolutionary techniques for updating query cost models in a dynamic multidatabase environment,"amira rahal, qiang zhu, peråke larson",vldb j,2004,4174
53e9b895b7602d9704469611,interviso dealing with the complexity of federated database access,"marjorie templeton, herbert henley, edward maros, darrel j van buer",vldb j,1995,4175
53e99f42b7602d970281425a,"scalable feature selection, classification and signature generation for organizing large text databases into hierarchical topic taxonomies","soumen chakrabarti, byron dom, rakesh agrawal, prabhakar raghavan",vldb j,1998,4176
53e99b21b7602d97023b72b7,orthogonally persistent object systems,"malcolm p atkinson, ronald morrison",vldb j,1995,4177
53e9a2b9b7602d9702bc02dc,integrating and customizing heterogeneous ecommerce applications,"anat eyal, tova milo",vldb j,2001,4178
53e9b93eb7602d970452a507,quantifiable data mining using ratio rules,"flip korn, alexandros labrinidis, yannis kotidis, christos faloutsos",vldb j,2000,4179
53e9be6cb7602d9704b2d193,data page layouts for relational databases on deep memory hierarchies,"anastassia ailamaki, david j dewitt, mark d hill",vldb j,2002,4180
53e9a89bb7602d97031e8ef3,fast joins using join indices,"zhe li, kenneth a ross",vldb j,1999,4181
53e9aab7b7602d970343332b,concurrency and recovery for index trees,"david b lomet, betty salzberg",vldb j,1997,4182
53e9ab0eb7602d970349531c,a case for fractured mirrors,"ravishankar ramamurthy, david j dewitt, qi su",vldb j,2003,4183
53e9adb0b7602d97037b01fe,database indexing for large dna and protein sequence collections,"ela hunt, malcolm p atkinson, robert w irving",vldb j,2002,4184
53e9a84eb7602d9703197254,indexing of nowrelative spatiobitemporal data,"simonas saltenis, christian s jensen",vldb j,2002,4185
53e9b693b7602d9704203824,designing wrapper components for eservices in integrating heterogeneous systems,"massimo mecella, barbara pernici",vldb j,2001,4186
53e9b59ab7602d97040dd25b,the bea streaming xquery processor,"daniela florescu, chris hillery, donald kossmann, paul lucas, fabio riccardi, till westmann, michael j carey, arvind sundararajan",vldb j,2004,4187
53e9aed1b7602d97038fced8,integrated document caching and prefetching in storage hierarchies based on markovchain predictions,"achim kraiss, gerhard weikum",vldb j,1998,4188
53e9abdfb7602d9703596db3,update propagation strategies to improve freshness in lazy master replicated databases,"esther pacitti, eric simon",vldb j,2000,4191
53e9b86db7602d970443664e,objectglobe ubiquitous query processing on the internet,"reinhard braumandl, markus keidl, alfons kemper, donald kossmann, alexander kreutz, stefan seltzsam, konrad stocker",vldb j,2001,4193
53e99931b7602d97021700d9,answering queries using views a survey,alon y halevy,vldb j,2001,4194
53e99c3db7602d97024ede38,spatial indexing of highdimensional data based on relative approximation,"yasushi sakurai, masatoshi yoshikawa, shunsuke uemura, haruhiko kojima",vldb j,2002,4195
53e9af61b7602d97039a3042,active rules for xml a new paradigm for eservices,"angela bonifati, stefano ceri, stefano paraboschi",vldb j,2001,4198
53e9ac28b7602d97035ea67a,unql a query language and algebra for semistructured data based on structural recursion,"peter buneman, mary f fernandez, dan suciu",vldb j,2000,4199
53e9ad5db7602d9703740527,on periodic resource scheduling for continuousmedia databases,"minos n garofalakis, banu özden, abraham silberschatz",vldb j,1998,4200
53e9b91eb7602d9704506f96,maintenance of implication integrity constraints under updates to constraints,"naci ishakbeyoglu, z meral özsoyoglu",vldb j,1998,4201
53e9a7e3b7602d9703122672,managing multiple and distributed ontologies on the semantic web,"alexander maedche, boris motik, ljiljana stojanovic",vldb j,2003,4204
53e9b35ab7602d9703e3903b,dynamic plan migration for continuous queries over data streams,"yali zhu, elke a rundensteiner, george t heineman",sigmod conference,2004,4208
53e9bc6db7602d97048e6f1b,xcache a semantic caching system for xml queries,"li chen, elke a rundensteiner, song wang",sigmod conference,2002,4209
53e99c4bb7602d97024f796c,shore combining the best features of oodbms and file systems,,sigmod conference,1995,4211
53e9a146b7602d9702a3924a,tree logical classes for efficient evaluation of xquery,"stelios paparizos, yuqing wu, laks v s lakshmanan, h v jagadish",sigmod conference,2004,4214
53e99daab7602d97026689be,aqrtoolkit an adaptive query routing middleware for distributed data intensive systems,"ling liu, calton pu, david buttler, wei han, henrique paques, wei tang",sigmod conference,2000,4215
53e99785b7602d9701f414b8,datamime,"masum serazi, amal perera, qiang ding, vasiliy malakhov, imad rahal, fei pan, dongmei ren, weihua wu, william perrizo",sigmod conference,2004,4217
53e9ae0bb7602d9703816f7c,mapping data in peertopeer systems semantics and algorithmic issues,"anastasios kementsietsidis, marcelo arenas, renée j miller",sigmod conference,2003,4221
53e9ad81b7602d9703774a89,automating physical database design in a parallel database,"jun rao, chun zhang, nimrod megiddo, guy m lohman",sigmod conference,2002,4222
53e9b4abb7602d9703fba31d,ordpaths insertfriendly xml node labels,"patrick e oneil, elizabeth j oneil, shankar pal, istvan cseri, gideon schaller, nigel westbury",sigmod conference,2004,4223
53e9aa0fb7602d970337d111,"lessons from wall street case studies in configuration, tuning, and distribution tutorial",dennis shasha,sigmod conference,1997,4224
53e9b5f4b7602d9704147ee5,the samos active dbms prototype,"stella gatziu, andreas geppert, klaus r dittrich",sigmod conference,1995,4225
53e99b95b7602d970243b7f4,learning table access cardinalities with leo,"volker markl, guy m lohman",sigmod conference,2002,4226
53e9a19bb7602d9702a9189c,constraintbased xml query rewriting for data integration,"cong yu, lucian popa",sigmod conference,2004,4227
53e9b160b7602d9703be7f60,an optimal and progressive algorithm for skyline queries,"dimitris papadias, yufei tao, greg fu, bernhard seeger",sigmod conference,2003,4228
53e9bb29b7602d9704764d03,database performance in the real world  tpcd and sap r3 experience paper,"jochen doppelhammer, thomas höppler, alfons kemper, donald kossmann",sigmod conference,1997,4229
53e99a85b7602d97022f71b6,leveraging the information asset,janet perna,sigmod conference,1995,4230
53e9b6b9b7602d970423eab6,dynamic sample selection for approximate query processing,"brian babcock, surajit chaudhuri, gautam das",sigmod conference,2003,4231
53e9ab07b7602d9703487d76,materialized view selection and maintenance using multiquery optimization,"hoshi mistry, prasan roy, s sudarshan 0001, krithi ramamritham",sigmod conference,2001,4232
53e9b3e9b7602d9703edad8e,"proceedings of the 2002 acm sigmod international conference on management of data, madison, wisconsin, june 36, 2002",,sigmod conference,2002,4233
53e9aa57b7602d97033c7c24,continuously adaptive continuous queries over streams,"samuel madden, mehul a shah, joseph m hellerstein, vijayshankar raman",sigmod conference,2002,4236
53e9bc32b7602d97048a175b,ipsofacto a visual correlation tool for aggregate network traffic data,"flip korn, s muthukrishnan, yunyue zhu",sigmod conference,2003,4237
53e9b476b7602d9703f759ba,a close look at the ifo data model,magdy s hanna,sigmod record,1995,4239
53e9b350b7602d9703e27cc0,semantic and pedagogic interoperability mechanisms in the ariadne educational repository,"eddy forte, florence haenni, ken warkentyne, erik duval, kris cardinaels, e vervaet, koen hendrikx, maria wentland forte, florence simillion",sigmod record,1999,4240
53e9993fb7602d970217c102,3d geographic network displays,"kenneth c cox, stephen g eick, taosong he",sigmod record,1996,4242
53e99afdb7602d970238b12c,sigmod 2001 industry sessions,"guy m lohman, césar a galindolegaria, michael j franklin, leonard j seligman",sigmod record,2001,4243
53e9b8f6b7602d97044dd0d2,voodb a generic discreteevent random simulation model to evaluate the performances of oodbs,"jérôme darmont, michel schneider",vldb,1999,4244
53e99cb5b7602d970256a2e4,banks browsing and keyword searching in relational databases,"b aditya, gaurav bhalotia, soumen chakrabarti, arvind hulgeri, charuta nakhe, parag, s sudarshan 0001",vldb,2002,4245
53e9b699b7602d970420d8f8,a system for keyword proximity search on xml databases,"andrey balmin, vagelis hristidis, nick koudas, yannis papakonstantinou, divesh srivastava, tianqiu wang",vldb,2003,4246
53e9b775b7602d970431a797,intratransaction parallelism in the mapping of an object model to a relational multiprocessor system,"michael rys, moira c norrie, hansjörg schek",vldb,1996,4247
53e9abf1b7602d97035ace6a,cost models do matter providing cost information for diverse data sources in a federated system,"mary tork roth, fatma ozcan, laura m haas",vldb,1999,4248
53e9a02db7602d9702914e87,a fast index for semistructured data,"brian f cooper, neal sample, michael j franklin, gísli r hjaltason, moshe shadmon",vldb,2001,4253
53e9bb1cb7602d9704756dee,supporting periodic authorizations and temporal reasoning in database access control,"elisa bertino, claudio bettini, elena ferrari, pierangela samarati",vldb,1996,4254
53e99a35b7602d97022949a2,integrating and updating domain knowledge with data mining,carsten pohle,vldb phd workshop,2003,4256
53e99c3db7602d97024eef8c,eos exactlyonce eservice middleware,"german shegalov, gerhard weikum, roger s barga, david b lomet",vldb,2002,4257
53e99e5bb7602d97027206c5,"set containment joins the good, the bad and the ugly","karthikeyan ramasamy, jignesh m patel, jeffrey f naughton, raghav kaushik",vldb,2000,4258
53e99d9eb7602d970265d441,a data warehousing architecture for enabling service provisioning process,yannis kotidis,vldb,2001,4259
53e9a2b2b7602d9702bbaadb,building and customizing dataintensive web sites using weave,"khaled yagoub, daniela florescu, valérie issarny, patrick valduriez",vldb,2000,4260
53e9acb5b7602d970368f878,database architecture for new hardware,anastassia ailamaki,vldb,2004,4261
53e9bb37b7602d970477820f,managing data from highthroughput genomic processing a case study,"toby bloom, ted sharpe",vldb,2004,4263
53e998cdb7602d9702105a86,starcubing computing iceberg cubes by topdown and bottomup integration,"dong xin, jiawei han, xiaolei li, benjamin w wah",vldb,2003,4264
53e9aa5cb7602d97033c9f05,a database striptease or how to manage your personal databases,"martin l kersten, gerhard weikum, michael j franklin, daniel a keim, alejandro p buchmann, surajit chaudhuri",vldb,2003,4265
53e99d28b7602d97025df472,xsearch a semantic search engine for xml,"sara cohen, jonathan mamou, yaron kanza, yehoshua sagiv",vldb,2003,4266
53e9b962b7602d9704552341,query engines for webaccessible xml data,"leonidas fegaras, ramez elmasri",vldb,2001,4267
53e9aafab7602d970347fcab,"adaptive, handsoff stream mining","spiros papadimitriou, anthony brockwell, christos faloutsos",vldb,2003,4268
53e9a7e3b7602d97031206c4,a single pass computing engine for interactive analysis of vldbs,ted mihalisin,vldb,1998,4269
53e99e53b7602d9702715da5,database tuning advisor for microsoft sql server 2005,"sanjay agrawal, surajit chaudhuri, lubor kollár, arunprasad p marathe, vivek r narasayya, manoj syamala",vldb,2004,4270
53e9a6bbb7602d9702ff0011,comparing hybrid peertopeer systems,"beverly yang, hector garciamolina",vldb,2001,4279
53e9aae5b7602d9703464fa7,a nonuniform data fragmentation strategy for parallel mainmenory database systems,"nick bassiliades, ioannis p vlahavas",vldb,1995,4284
53e9adc2b7602d97037c7d64,"biological data management research, practice and opportunities","thodoros topaloglou, susan b davidson, h v jagadish, victor m markowitz, evan w steeg, mike tyers",vldb,2004,4285
53e9b95bb7602d97045473c8,duplicate removal in information system dissemination,"tak w yan, hector garciamolina",vldb,1995,4286
53e9b037b7602d9703a96bc1,"oo, what have they done to db2","michael j carey, donald d chamberlin, srinivasa narayanan, bennet vance, doug doole, serge rielau, richard swagerman, nelson mendonça mattos",vldb,1999,4287
53e9a603b7602d9702f34e01,the worlinfo assistant spatiotemporal information integration on the web,"josé luis ambite, craig a knoblock, mohammad r kolahdouzan, maria muslea, cyrus shahabi, snehal thakkar",vldb,2001,4288
53e99d4cb7602d9702603dec,"the hbptree a modified hbtree supporting concurrency, recovery and node consolidation","georgios evangelidis, david b lomet, betty salzberg",vldb,1995,4289
53e9a727b7602d970305ec74,storage and querying of ecommerce data,"rakesh agrawal, amit somani, yirong xu",vldb,2001,4292
53e9ae17b7602d97038278be,a scalable algorithm for answering queries using views,"rachel pottinger, alon y levy",vldb,2000,4316
53e9b295b7602d9703d3ac79,using referential integrity to easily define consistent subset replicas,brad hammond,vldb,1996,4317
53e99afdb7602d9702389d65,querying shapes of histories,"rakesh agrawal, giuseppe psaila, edward l wimmers, mohamed zaït",vldb,1995,4318
53e99aa5b7602d970231e348,miro web integrating multiple data sources through semistructured data types,"luc bouganim, tatiana chansineying, tuyettram dangngoc, jeanluc darroux, georges gardarin, fei sha",vldb,1999,4319
53e9a547b7602d9702e6cabf,french government activity in the conservation of data and electronic documents,serge novaretti,vldb,2001,4320
53e9ba69b7602d9704688cf7,loading the data warehouse across various parallel architectures,vijay v raghavan,vldb,1996,4321
53e9a8ffb7602d970324e83e,automation in information extraction and data integration,sunita sarawagi,vldb,2002,4322
53e9a317b7602d9702c2071d,from focused crawling to expert information an application framework for web exploration and portal generation,"sergej sizov, jens graupmann, martin theobald",vldb,2003,4323
53e9a3e1b7602d9702cf3aea,formbased proxy caching for databasebacked web sites,"qiong luo, jeffrey f naughton",vldb,2001,4324
53e9b4a1b7602d9703fadfb7,offering a precisionperformance tradeoff for aggregation queries over replicated data,"chris olston, jennifer widom",vldb,2000,4325
53e99f69b7602d970283b34d,"information, communication, and money for what can we charge and how can we meter it","stephen blott, henry f korth, abraham silberschatz",vldb,1998,4326
53e9ab55b7602d97034e6d89,qcluster relevance feedback using adaptive clustering for contentbased image retrieval,"deokhwan kim, chinwan chung",sigmod conference,2003,4327
53e9ac82b7602d970365667d,optimization of query streams using semantic prefetching,"ivan t bowman, kenneth salem",sigmod conference,2004,4328
53e9b884b7602d9704452a4d,knocking the door to the deep web integration of web query interfaces,"bin he, zhen zhang, kevin chenchuan chang",sigmod conference,2004,4329
53e9b8eeb7602d97044d1c33,mining long sequential patterns in a noisy environment,"jiong yang, wei wang 0010, philip s yu, jiawei han",sigmod conference,2002,4330
53e99a62b7602d97022ce2ad,managing healthcare data hippocratically,"rakesh agrawal, ameet kini, kristen lefevre, amy wang, yirong xu, diana zhou",sigmod conference,2004,4331
53e9b043b7602d9703aa66c2,mixed mode xml query processing,"alan halverson, josef burger, leonidas galanis, ameet kini, rajasekar krishnamurthy, ajith nagaraja rao, feng tian, stratis viglas, yuan wang, jeffrey f naughton, david j dewitt",vldb,2003,4332
53e99fe4b7602d97028c009a,java and relational databases sqlj tutorial,"gray clossman, phil shaw, mark hapner, johannes klein, richard pledereder, brian becker",sigmod conference,1998,4333
53e99b2cb7602d97023c8c46,oracle xml db repository,viswanathan krishnamurthy,sigmod conference,2003,4334
53e9ae29b7602d970383d3ba,delivering high availability for inktomi search engines,eric a brewer,sigmod conference,1998,4335
53e9bd0bb7602d9704993115,contorting high dimensional data for efficient main memory processing,"bin cui, beng chin ooi, jianwen su, kianlee tan",sigmod conference,2003,4336
53e9a7f1b7602d9703132dca,ratebased query optimization for streaming information sources,"stratis viglas, jeffrey f naughton",sigmod conference,2002,4337
53e9ae2eb7602d9703842dff,secure xml querying with security views,"wenfei fan, chee yong chan, minos n garofalakis",sigmod conference,2004,4338
53e9a627b7602d9702f5406b,maids mining alarming incidents from data streams,"y dora cai, david clutter, greg pape, jiawei han, michael welge, loretta auvil",sigmod conference,2004,4339
53e9b11db7602d9703b9ab51,orderpreserving encryption for numeric data,"rakesh agrawal, jerry kiernan, ramakrishnan srikant, yirong xu",sigmod conference,2004,4340
53e9b0d8b7602d9703b5234e,indexing spatiotemporal trajectories with chebyshev polynomials,"yuhan cai, raymond t ng",sigmod conference,2004,4341
53e9a060b7602d970294835d,ptool a light weight persistent object manager,"robert l grossman, david hanley, xiao qin",sigmod conference,1995,4342
53e9a5a8b7602d9702ed4a4f,stream processing of xpath queries with predicates,"ashish kumar gupta, dan suciu",sigmod conference,2003,4343
53e9aed1b7602d97038fced2,transactional publish  subscribe the proactive multicast of database changes,arvola chan,sigmod conference,1998,4344
53e9bbeab7602d970483efb6,data streams fresh current or stagnant backwater panel,"joseph m hellerstein, jennifer widom",sigmod conference,2002,4345
53e9bc96b7602d970491374f,security of shared data in large systems state of the art and research directions,"arnon rosenthal, marianne winslett",sigmod conference,2004,4346
53e9bb0fb7602d970474b559,a system for watermarking relational databases,"rakesh agrawal, peter j haas, jerry kiernan",sigmod conference,2003,4347
53e9bcd9b7602d970495d880,toss an extension of tax with ontologies and similarity queries,"edward hung, yu deng, v s subrahmanian",sigmod conference,2004,4348
53e9a32eb7602d9702c39d26,adaptive stream resource management using kalman filters,"ankur jain, edward y chang, yuanfang wang",sigmod conference,2004,4349
53e9b93eb7602d9704527141,fast computation of database operations using graphics processors,"naga k govindaraju, brandon lloyd, wei wang 0010, ming c lin, dinesh manocha",sigmod conference,2004,4350
53e99e31b7602d97026f63b6,catalog management in websphere commerce suite,thomas maguire,sigmod conference,2001,4351
53e9b365b7602d9703e41ee0,building dynamic application networks with web services,matthew mihic,sigmod conference,2004,4352
53e9a24db7602d9702b5387f,birnm a semantic mediator for solving realworld neuroscience problems,"amarnath gupta, bertram ludäscher, maryann e martone",sigmod conference,2003,4353
